GCA_900128725.1,Buchnera aphidicola
GCA_900129285.1,Desulfofundulus australicus DSM 11792
GCA_900115975.1,Desulfoscipio geothermicus DSM 3669
GCA_900129895.1,Desulforamulus hydrothermalis Lam5 = DSM 18033
GCA_900129195.1,Desulforamulus putei DSM 12395
GCA_000686645.1,Desulfofundulus thermocisternus DSM 10259
GCA_008124625.1,Desulfallas thermosapovorans DSM 6562
GCA_900142025.1,Desulfofundulus thermosubterraneus DSM 16057
GCA_000620765.1,Desulfovermiculus halophilus DSM 18834
GCA_000422525.1,Halodesulfovibrio aestuarii DSM 10141
GCA_000422545.1,Desulfocurvibacter africanus subsp. africanus DSM 2603
GCA_000482745.1,Oleidesulfovibrio alaskensis DSM 16109
GCA_000702665.1,Solidesulfovibrio alcoholivorans DSM 5433
GCA_000422245.1,Desulfohalovibrio alkalitolerans DSM 16529
GCA_000422565.1,Desulfovibrio aminophilus DSM 12254
GCA_000429985.1,Maridesulfovibrio bastinii DSM 16055
GCA_900167065.1,Paradesulfovibrio bizertensis DSM 18034
GCA_000430005.1,Desulfovibrio cuneatus DSM 11391
GCA_000384815.1,Halodesulfovibrio aestuarii DSM 17919 = ATCC 29578
GCA_000420465.1,Desulfovibrio desulfuricans DSM 642
GCA_000711735.1,Maridesulfovibrio frigidus DSM 17176
GCA_000429285.1,Megalodesulfovibrio gigas DSM 1382 = ATCC 19364
GCA_900167125.1,Paucidesulfovibrio gracilis DSM 16080
GCA_000425245.1,Maridesulfovibrio hydrothermalis AM13 = DSM 14728
GCA_000429305.1,Desulfovibrio inopinatus DSM 10711
GCA_900143255.1,Desulfovibrio litoralis DSM 11393
GCA_000420485.1,Paucidesulfovibrio longus DSM 6739
GCA_900129975.1,Halodesulfovibrio marinisediminis DSM 17456
GCA_000375485.1,Desulfovibrio oxyclinae DSM 11498
GCA_000429325.1,Fundidesulfovibrio putealis DSM 16056
GCA_013376455.1,Desulfolutivibrio sulfodismutans DSM 3696
GCA_000425265.1,Maridesulfovibrio zosterae DSM 11974
GCA_000429345.1,Desulfovirgula thermocuniculi DSM 16036
GCA_000376385.1,Desulfurispora thermophila DSM 16022
GCA_900142005.1,Dethiosulfatibacter aminovorans DSM 17477
GCA_000970435.1,Devosia limi DSM 17137
GCA_000429365.1,Pseudodonghicola xiamenensis DSM 18339
GCA_000425385.1,Pseudoduganella violaceinigra DSM 15887
GCA_000428845.1,Dyadobacter alkalitolerans DSM 23607
GCA_000382205.1,Dyadobacter beijingensis DSM 21582
GCA_000701505.1,Dyadobacter crusticola DSM 16708
GCA_000426485.1,Dysgonomonas capnocytophagoides DSM 22835
GCA_000373245.1,Echinicola pacifica DSM 19836
GCA_000745965.1,Edaphobacter aggregans DSM 19364
GCA_000378465.1,Elioraea tepidiphila DSM 17972
GCA_000373945.1,Endozoicomonas elysicola DSM 22380
GCA_000621185.1,Franconibacter pulveris DSM 19144
GCA_000379745.1,Enterococcus cecorum DSM 20682 = ATCC 43198
GCA_000373065.1,Enterococcus columbae DSM 7374 = ATCC 51263
GCA_949439525.1,Adlercreutzia mucosicola DSM 19490
GCA_000621165.1,Enterovibrio calviensis DSM 14347
GCA_900167155.1,Enterovibrio nigricans DSM 22720
GCA_900115495.1,Enterovibrio norvegicus DSM 15893
GCA_000428485.1,Epilithonimonas tenax DSM 16811
GCA_000428865.1,Eremococcus coleocola DSM 15696
GCA_000373785.1,Erysipelothrix tonsillarum DSM 14972
GCA_000382125.1,Eudoraea adriatica DSM 19308
GCA_000745905.1,Ferrimicrobium acidiphilum DSM 19497
GCA_000422645.1,Ferrimonas futtsuensis DSM 18154
GCA_000425405.1,Ferrimonas kyonanensis DSM 18153
GCA_000422665.1,Ferrimonas senticii DSM 18821
GCA_945878815.1,Ferrithrix thermotolerans DSM 19514
GCA_900143265.1,Fervidobacterium gondwanense DSM 13020
GCA_900129295.1,Flavisolibacter ginsengisoli DSM 18119
GCA_002917885.1,Flavobacterium croceum DSM 17960
GCA_000425425.1,Flavobacterium daejeonense DSM 17708
GCA_000425445.1,Flavobacterium denitrificans DSM 15936
GCA_000425465.1,Flavobacterium filum DSM 17961
GCA_000425505.1,Flavobacterium frigidarium DSM 17623
GCA_000422685.1,Flavobacterium gelidilacus DSM 15343
GCA_900101925.1,Flavobacterium psychrophilum DSM 3660 = ATCC 49418
GCA_000769825.1,Flavobacterium rivuli WB 3.3-2 = DSM 21788
GCA_000686885.1,Flavobacterium sasangense DSM 21067
GCA_000422705.1,Flavobacterium soli DSM 19725
GCA_000422725.1,Flavobacterium subsaxonicum WB 4.1-42 = DSM 21790
GCA_000430025.1,Flavobacterium suncheonense GH29-5 = DSM 17707
GCA_000425485.1,Flavobacterium tegetincola DSM 22377
GCA_000430505.1,Eisenibacter elegans DSM 3317
GCA_000422585.1,Hugenholtzia roseola DSM 9546
GCA_000379765.1,Flexithrix dorotheae DSM 6795
GCA_000425645.1,Gaetbulibacter saemankumensis DSM 17032
GCA_000379785.1,Gallibacterium anatis DSM 16844 = F 149
GCA_900167305.1,Garciella nitratireducens DSM 15102
GCA_000423005.1,Gelidibacter mesophilus DSM 14095
GCA_000425665.1,Gemella cuniculi DSM 15828
GCA_000820505.1,Geoalkalibacter ferrihydriticus DSM 17813
GCA_000383875.1,Caldibacillus debilis DSM 16016
GCA_000384395.1,Geopsychrobacter electrodiphilus DSM 16401
GCA_900142145.1,Geosporobacter subterraneus DSM 17957
GCA_000428885.1,Geothrix fermentans DSM 14018
GCA_000377745.1,Gilvimarinus chinensis DSM 19667
GCA_000315035.1,Glaciecola pallidula DSM 14239 = ACAM 615
GCA_000252165.2,Glaciecola punicea ACAM 611
GCA_000421145.1,Glaciibacter superstes DSM 21135
GCA_900167405.1,Globicatella sulfidifaciens DSM 15739
GCA_000482705.1,Glycomyces arizonensis DSM 44726
GCA_000333015.1,Gordonia hirsuta DSM 44140 = NBRC 16056
GCA_000423025.1,Gordonia shandongensis DSM 45094
GCA_000377765.1,Gracilibacillus lacisalsi DSM 19029
GCA_000375425.1,Gracilimonas tropica DSM 19535
GCA_000423065.1,Christiangramia echinicola DSM 19838
GCA_000423045.1,Christiangramia portivictoriae DSM 23547
GCA_001552335.1,Granulicoccus phenolivorans DSM 17626 = NBRC 107789 = JCM 15570
GCA_000425685.1,Gulosibacter molinativorax DSM 13485
GCA_000376785.1,Hahella ganghwensis DSM 17046
GCA_000423105.1,Halalkalibacillus halophilus DSM 18494
GCA_000423125.1,Haliea salexigens DSM 19537
GCA_000425705.1,Halobacillus kuroshimensis DSM 18393
GCA_000409775.1,Halomonas anticariensis FP35 = DSM 16096
GCA_000425725.1,Halomonas halocynthiae DSM 14573
GCA_000620045.1,Halomonas halodenitrificans DSM 735
GCA_900128925.1,Halomonas ilicicola DSM 19980
GCA_000378505.1,Halomonas lutea DSM 23508
GCA_000428945.1,Hamadaea tsunoensis DSM 44101
GCA_000423145.1,Helcococcus sueciensis DSM 17243
GCA_000428525.1,Hellea balneolensis DSM 19091
GCA_000376805.1,Henriciella marina DSM 19595
GCA_900142165.1,Hespellia stercorisuis DSM 15480
GCA_000421825.1,Humibacter albus DSM 18994
GCA_000382225.1,Hymenobacter aerophilus DSM 13606
GCA_002797555.1,Hymenobacter chitinivorans DSM 11115
GCA_900141805.1,Hymenobacter daecheongensis DSM 21074
GCA_000420705.1,Hymenobacter norwichensis DSM 15439
GCA_900142395.1,Hymenobacter psychrotolerans DSM 18569
GCA_000423165.1,Pseudidiomarina sediminum DSM 21906
GCA_000423185.1,Inquilinus limosus DSM 16000
GCA_000425825.1,Jeotgalicoccus marinus DSM 19772
GCA_000425845.1,Jeotgalicoccus psychrophilus DSM 19085
GCA_000423205.1,Jonesia quinghaiensis DSM 15701
GCA_000423225.1,Kaistia adipata DSM 17808
GCA_000380505.1,Kaistia granuli DSM 23481
GCA_900129325.1,Kaistia soli DSM 19436
GCA_000374105.1,Kangiella aquimarina DSM 16071
GCA_000374005.1,Kiloniella laminariae DSM 19542
GCA_000375545.1,Kordiimonas gwangyangensis DSM 19435 = JCM 12864
GCA_000372465.1,Kribbella catacumbae DSM 19601
GCA_000382245.1,Kushneria aurantia DSM 21353
GCA_003385845.1,Kushneria indalinina DSM 14324
GCA_900107245.1,Lachnobacterium bovis DSM 14045
GCA_000425865.1,Lacticigenium naphthae DSM 19658
GCA_000423245.1,Ligilactobacillus ceti DSM 22408
GCA_001436325.1,Schleiferilactobacillus harbinensis DSM 16991
GCA_002907375.1,Fructilactobacillus lindneri DSM 20690 = JCM 11027
GCA_000260775.1,Secundilactobacillus malefermentans DSM 5705 = KCTC 3548
GCA_019444005.1,Liquorilactobacillus nagelii DSM 13675
GCA_001434985.1,Companilactobacillus paralimentarius DSM 13238 = JCM 10415
GCA_000425905.1,Lactobacillus psittaci DSM 15354
GCA_000423265.1,Ligilactobacillus saerimneri DSM 16049
GCA_900119835.1,Lactococcus chungangensis CAU 28 = DSM 22330
GCA_900129135.1,Lactonifactor longoviformis DSM 17459
GCA_900129055.1,Lampropedia hyalina DSM 16112
GCA_000423285.1,Laribacter hongkongensis DSM 14985
GCA_000376945.1,Leeia oryzae DSM 17879
GCA_900129005.1,Leeuwenhoekiella marinoflava DSM 3653
GCA_000621385.1,Legionella cherrii DSM 19213
GCA_000621365.1,Legionella geestiana DSM 21217
GCA_900101805.1,Legionella israelensis DSM 19235
GCA_900114725.1,Legionella jamestowniensis DSM 19215
GCA_000622185.1,Legionella lansingensis DSM 19556 = ATCC 49751
GCA_000423305.1,Legionella moravica DSM 19234
GCA_900108145.1,Legionella quinlivanii DSM 21216
GCA_000373765.1,Legionella shakespearei DSM 23087
GCA_000701265.1,Legionella wadsworthii DSM 21896 = ATCC 33877
GCA_000428965.1,Leptotrichia hofstadii DSM 21651
GCA_000373045.1,Leptotrichia shahii DSM 19757
GCA_000482505.1,Leptotrichia trevisanii DSM 22070
GCA_000373345.1,Leptotrichia wadei DSM 19758
GCA_000421845.1,Leucobacter chironomi DSM 19883
GCA_000379805.1,Lewinella cohaerens DSM 23179
GCA_002646595.1,Flavilitoribacter nigricans DSM 23189 = NBRC 102662
GCA_000373105.1,Neolewinella persica DSM 23188
GCA_000365005.1,Limimaricola hongkongensis DSM 17492
GCA_000382265.1,Yoonia vestfoldensis DSM 16212
GCA_000379825.1,Longispora albida DSM 44784
GCA_000422305.1,Luteimonas mephitis DSM 12574
GCA_900142105.1,Lutispora thermophila DSM 19022
GCA_000768345.1,Lysobacter concretionis Ko07 = DSM 16239
GCA_900167055.1,Lysobacter spongiicola DSM 21749
GCA_900142125.1,Malonomonas rubra DSM 5091
GCA_000621105.1,Mannheimia granulomatis DSM 19156
GCA_000621125.1,Maribacter antarcticus DSM 21422
GCA_900167435.1,Marinactinospora thermotolerans DSM 45154
GCA_000423345.1,Marinimicrobium agarilyticum DSM 16975
GCA_900129175.1,Marinitoga hydrogenitolerans DSM 16785
GCA_000421165.1,Marinobacter daepoensis DSM 16072
GCA_900107855.1,Marinobacterium iners DSM 11526
GCA_000620085.1,Marinobacterium jannaschii DSM 6295
GCA_000428985.1,Marinobacterium litorale DSM 23545
GCA_000378045.1,Marinobacterium rhizophilum DSM 18822
GCA_000420725.1,Marinococcus halotolerans DSM 16375
GCA_900106595.1,Marinococcus luteus
GCA_900129155.1,Marinomonas polaris DSM 16579
GCA_000521805.1,Marinomonas ushuaiensis DSM 15871
GCA_003386095.1,Marinoscillum furvescens DSM 4134
GCA_900119735.1,Marinospirillum alkaliphilum DSM 21637
GCA_000686905.1,Marinospirillum insulare DSM 21763
GCA_000422325.1,Marinospirillum minutulum DSM 6287
GCA_000423365.1,Maritalea myrionectae DSM 19524
GCA_000376125.1,Martelella mediterranea DSM 17316
GCA_000382345.1,Massilia niastensis DSM 21313
GCA_000423385.1,Megamonas hypermegale DSM 1672
GCA_000378365.1,Megamonas rupellensis DSM 19944
GCA_000374145.1,Neomegalonema perideroedes DSM 15528
GCA_001045675.1,Megasphaera cerevisiae DSM 20462
GCA_000620065.1,Meiothermus cerbereus DSM 11376
GCA_000482765.1,Meiothermus taiwanensis DSM 14542
GCA_000373205.1,Calidithermus timidus DSM 17022
GCA_000422345.1,Spongiibacter marinus DSM 19753
GCA_000422365.1,Mesoflavibacter zeaxanthinifaciens DSM 18436
GCA_000423405.1,Mesonia mobilis DSM 19841
GCA_000376885.1,Alloscardovia criceti DSM 17774
GCA_000378225.1,Methylophilus methylotrophus DSM 46235 = ATCC 53528
GCA_000422745.1,Microbacterium gubbeenense DSM 15944
GCA_000422385.1,Microbacterium indicum DSM 19969
GCA_000422405.1,Microbacterium luticocti DSM 19459
GCA_000620105.1,Microvirgula aerodenitrificans DSM 15089
GCA_001594015.1,Moorella mulderi DSM 14980
GCA_000379845.1,Moraxella boevrei DSM 14165
GCA_000426885.1,Moraxella caprae DSM 19149
GCA_900156515.1,Moraxella cuniculi DSM 21768
GCA_000300375.1,Mycolicibacterium hassiacum DSM 44199
GCA_000621085.1,Mycoplasmopsis gallinarum DSM 19816
GCA_000701485.1,Mycoplasmopsis sturni DSM 22021
GCA_900112235.1,Marinospirillum celere
GCA_019745785.1,Phreatobacter oligotrophus
GCA_000422765.1,Neptunomonas japonica DSM 18939
GCA_900114125.1,Nereida ignava DSM 16309
GCA_000422785.1,Pseudovibrio exalbescens DSM 16456
GCA_000421745.1,Nesterenkonia alba DSM 19423
GCA_000420645.1,Nevskia ramosa DSM 11499
GCA_000711955.1,Nevskia soli DSM 19509
GCA_000374125.1,Niabella aurantiaca DSM 17617
GCA_000426505.1,Nisaea denitrificans DSM 18348
GCA_000426525.1,Nocardioides alkalitolerans DSM 16699
GCA_000422805.1,Nocardioides halotolerans DSM 19273
GCA_000422825.1,Nocardioides insulae DSM 17944
GCA_000379885.1,Nonomuraea coxensis DSM 45129
GCA_000429005.1,Novosphingobium acidiphilum DSM 19966
GCA_000420265.1,Oceanicaulis alexandrii DSM 11625
GCA_000688295.1,Pseudooceanicola nanhaiensis DSM 18065
GCA_000422845.1,Oceanobacter kriegii DSM 6294
GCA_000422425.1,Oceanospirillum beijerinckii DSM 7166
GCA_000422865.1,Oceanospirillum maris DSM 6286
GCA_000309445.1,Oenococcus oeni DSM 20252 = AWRIB129
GCA_000373745.1,Oligella ureolytica DSM 18253
GCA_000372065.1,Oligella urethralis DSM 7531
GCA_000427965.1,Olivibacter sitiensis DSM 17696
GCA_000421185.1,Ornithinimicrobium pekingense DSM 21552
GCA_000422885.1,Ottowia thiooxydans DSM 14619
GCA_000422905.1,Paenibacillus alginolyticus DSM 5050 = NBRC 15375
GCA_000422445.1,Paenibacillus assamensis DSM 18201
GCA_000378385.1,Paenibacillus daejeonensis DSM 15491
GCA_000381905.1,Paenibacillus fonticola DSM 21315
GCA_000380965.1,Paenibacillus ginsengihumi DSM 21568
GCA_000422465.1,Paenibacillus harenae DSM 16969
GCA_000377505.1,Paenibacillus massiliensis 2301065 = DSM 16942
GCA_000426545.1,Paenibacillus massiliensis subsp. panacisoli DSM 21345
GCA_000422485.1,Paenibacillus pasadenensis DSM 19293
GCA_000422505.1,Paenibacillus pinihumi DSM 23905 = JCM 16419
GCA_000374825.1,Paenibacillus sanguinis 2301083 = DSM 16941
GCA_000425125.1,Paenibacillus taiwanensis DSM 18679
GCA_000374845.1,Paenibacillus terrigena DSM 21567
GCA_000422925.1,Paludibacterium yongneupense DSM 18731
GCA_000382365.1,Pannonibacter phragmitetus DSM 14782
GCA_900176335.1,Papillibacter cinnamivorans DSM 12816
GCA_000701465.1,Paraoerskovia marina DSM 21750
GCA_900141895.1,Parasporobacterium paucivorans DSM 15970
GCA_003096995.1,Pasteurella langaaensis DSM 22999
GCA_000379905.1,Rodentibacter pneumotropicus DSM 21403
GCA_900176075.1,Pasteurella testudinis DSM 23072
GCA_000420025.1,Patulibacter americanus DSM 16676
GCA_000482485.1,Paucisalibacillus globulus DSM 18846
GCA_000799115.1,Pedobacter glucosidilyticus
GCA_000711225.1,Pelobacter seleniigenes DSM 18267
GCA_000271485.2,Pelosinus fermentans DSM 17108
GCA_000378725.1,Peptoniphilus lacrimalis DSM 7455
GCA_000420045.1,Perlucidibaca piscinae DSM 21586
GCA_002924615.1,Petrotoga halophila DSM 16923
GCA_002895565.1,Petrotoga mexicana DSM 14811
GCA_002895525.1,Petrotoga olearia DSM 13574
GCA_002924625.1,Petrotoga sibirica DSM 13575
GCA_003269275.1,Phascolarctobacterium faecium DSM 14760
GCA_000425165.1,Photobacterium halotolerans DSM 18316
GCA_000711895.1,Photorhabdus australis DSM 17609
GCA_000425185.1,Pleomorphomonas koreensis DSM 23070
GCA_000422965.1,Pleomorphomonas oryzae DSM 16300
GCA_000373265.1,Pontibacter roseus DSM 17521
GCA_000422985.1,Erythrobacter cryptus DSM 12079
GCA_000375645.1,Porphyromonas bennonis DSM 23058 = JCM 16335
GCA_000378065.1,Porphyromonas gulae DSM 15663
GCA_000379925.1,Porphyromonas levii DSM 23370
GCA_000379945.1,Porphyromonas macacae DSM 20710 = JCM 13914
GCA_000372405.1,Porphyromonas somerae DSM 23386
GCA_000482365.1,Porphyromonas uenonis DSM 23387 = JCM 13868
GCA_900112475.1,Pragia fontium DSM 5563 = ATCC 49100
GCA_000426565.1,Prevotella albensis DSM 11370 = JCM 12258
GCA_000613765.1,Prevotella amnii DSM 23384 = JCM 14753
GCA_000426585.1,Prevotella baroniae DSM 16972 = JCM 13447
GCA_000613365.1,Prevotella corporis DSM 18810 = JCM 8529
GCA_000613585.1,Prevotella denticola DSM 20614 = JCM 13449
GCA_000613945.1,Prevotella falsenii DSM 22864 = JCM 15124
GCA_000439065.1,Prevotella intermedia ATCC 25611 = DSM 20706
GCA_000378085.1,Hoylesella loescheii DSM 19665 = JCM 12249 = ATCC 15930
GCA_000382385.1,Prevotella maculosa DSM 19339 = JCM 15638
GCA_000373705.1,Prevotella micans DSM 21469 = JCM 16134
GCA_000613985.1,Hoylesella nanceiensis DSM 19126 = JCM 15639
GCA_000377685.1,Prevotella oris DSM 18711 = JCM 12252
GCA_000373185.1,Prevotella paludivivens DSM 17968 = JCM 13650
GCA_000613445.1,Hoylesella shahii DSM 15611 = JCM 12083
GCA_000455445.1,Hoylesella timonensis 4401737 = DSM 22865 = JCM 15640
GCA_000377625.1,Prevotella veroralis DSM 19559 = JCM 6290
GCA_000426605.1,Propionibacterium acidifaciens DSM 21887
GCA_000472405.1,Cutibacterium acnes DSM 1897
GCA_000425285.1,Acidipropionibacterium jensenii DSM 20535
GCA_000423445.1,Acidipropionibacterium thoenii DSM 20276
GCA_000423465.1,Propionicicella superfundia DSM 22317
GCA_027925155.1,Propionigenium maris DSM 9537
GCA_000423485.1,Propionimicrobium lymphophilum DSM 4903
GCA_900141835.1,Propionispora hippei DSM 15287
GCA_000380985.1,Proteiniphilum acetatigenes DSM 18083
GCA_000423525.1,Proteocatella sphenisci DSM 23131
GCA_900112265.1,Pseudoalteromonas denitrificans DSM 6059
GCA_900218035.1,Pseudobutyrivibrio ruminis DSM 9787
GCA_900141825.1,Pseudobutyrivibrio xylanivorans DSM 14809
GCA_000423505.1,Pseudoclavibacter soli DSM 23366
GCA_900177275.1,Pseudogulbenkiania subflava DSM 22618
GCA_001045685.1,Pseudomonas aeruginosa DSM 50071 = NBRC 12689
GCA_900103375.1,Stutzerimonas balearica DSM 6083
GCA_000423545.1,Pseudomonas resinovorans DSM 21078
GCA_000364625.1,Pseudomonas thermotolerans DSM 14292
GCA_000620785.1,Pseudonocardia acaciae DSM 45401
GCA_000423625.1,Pseudonocardia asaccharolytica DSM 44247 = NBRC 16224
GCA_000429025.1,Pseudonocardia spinosispora DSM 44797
GCA_000420745.1,Pseudorhodobacter ferrugineus DSM 5888
GCA_943329735.2,Pseudoxanthobacter soli DSM 19599
GCA_010211745.1,Pseudoxanthomonas kalamensis DSM 18571
GCA_000426625.1,Psychrilyobacter atlanticus DSM 19335
GCA_000382145.1,Psychrobacter lutiphocae DSM 21542
GCA_001591185.1,Psychrobacter phenylpyruvicus DSM 7000 = NBRC 102152
GCA_000378765.1,Psychroflexus tropicus DSM 15496
GCA_000482725.1,Psychromonas arctica DSM 14288
GCA_000425305.1,Psychroserpens burtonensis DSM 12212
GCA_011189495.1,Photorhabdus stackebrandtii
GCA_018398935.1,Telmatocola sphagniphila
GCA_000425325.1,Rathayibacter toxicus DSM 7488
GCA_000425345.1,Rheinheimera baltica DSM 14885
GCA_000382165.1,Arsukibacterium perlucidum DSM 18276
GCA_000711985.1,Rheinheimera texasensis DSM 17496
GCA_000473765.1,Rhodonellum psychrophilum GCM71 = DSM 17998
GCA_000374405.1,Riemerella columbina DSM 16469
GCA_000365025.1,Robiginitomaculum antarcticum DSM 21748
GCA_000711725.1,Roseomonas aerilata DSM 19363
GCA_900114315.1,Falsiroseomonas stagni DSM 19981
GCA_000421225.1,Ruania albidiflava DSM 18029
GCA_000442315.1,Rubellimicrobium thermophilum DSM 16684
GCA_000378105.1,Rubritalea marina DSM 17716
GCA_900141815.1,Rubritalea squalenifaciens DSM 18772
GCA_000425365.1,Rubritepida flocculans DSM 14296
GCA_000378125.1,Rudaea cellulosilytica DSM 22992
GCA_000425525.1,Ruminococcus gauvreauii DSM 19829
GCA_000482465.1,Runella limosa DSM 17973
GCA_000423565.1,Runella zeae DSM 19591
GCA_000378145.1,Saccharibacillus kuerlensis DSM 22868
GCA_025994295.1,Saccharibacter floricola DSM 15669
GCA_000423605.1,Saccharospirillum impatiens DSM 12546
GCA_000429045.1,Salinarimonas rosea DSM 21201
GCA_000385175.1,Salinicoccus albus DSM 19776
GCA_900142805.1,Salinicoccus alkaliphilus DSM 16010
GCA_000712035.1,Salinicoccus luteus DSM 17002
GCA_000424665.1,Salinimicrobium terrae DSM 17865
GCA_000423585.1,Salinimicrobium xinjiangense DSM 19287
GCA_000378185.1,Salinimonas chungwhensis DSM 16280
GCA_000442255.1,Salipiger mucosus DSM 16094
GCA_000377705.1,Salsuginibacillus kocurii DSM 18087
GCA_945907285.1,Sandarakinorhabdus limnophila DSM 17366
GCA_000426645.1,Nakamurella lactea DSM 19367
GCA_945876035.1,Schlesneria paludicola DSM 18645
GCA_900129225.1,Schwartzia succinivorans DSM 10502
GCA_000379465.1,Sciscionella marina DSM 45152
GCA_013403245.1,Sedimentibacter hydroxybenzoicus DSM 7310
GCA_000423645.1,Sediminimonas qiaohouensis DSM 21189
GCA_000374045.1,Segetibacter koreensis DSM 18137
GCA_000426665.1,Selenomonas artemidis DSM 19719
GCA_000381005.1,Selenomonas bovis DSM 23594
GCA_008386315.1,Serinicoccus marinus DSM 15273
GCA_000428065.1,Shimazuella kribbensis DSM 45090
GCA_000429065.1,Silanimonas lenta DSM 16282
GCA_000688255.1,Simplicispira psychrophila DSM 11588
GCA_000382285.1,Solimonas variicoloris DSM 15731
GCA_000426685.1,Solimonas flava DSM 18980
GCA_000380645.1,Smaragdicoccus niigatensis DSM 44881 = NBRC 103563
GCA_000474945.1,Solimonas soli DSM 21787
GCA_000423665.1,Solirubrobacter soli DSM 22325
GCA_000425005.1,Solobacterium moorei DSM 22971
