GCA_900327555.1,Cowpox virus
GCA_000868345.1,Chickpea chlorotic stunt virus
GCA_002818865.1,Heliothis virescens ascovirus 3f
GCA_000868565.1,Trichoplusia ni ascovirus 2c
GCA_032138065.1,Maize yellow stripe virus
GCA_000908215.1,Bombyx mori densovirus 3
GCA_000862625.1,Banana streak GF virus
GCA_000857505.1,Banana streak OL virus
GCA_002829125.1,Twisted-stalk chlorotic streak virus
GCA_000866525.1,Ageratum yellow vein China betasatellite
GCA_000866945.1,Malvastrum leaf curl virus-associated defective DNA beta
GCA_000866145.1,Malvastrum leaf curl virus - [G87]
GCA_031120625.1,Tomato yellow leaf curl China virus-[Y194]
GCA_031120635.1,Tobacco leaf curl Yunnan virus-[Y283]
GCA_000863725.1,Canine minute virus
GCA_031767665.1,Malvastrum yellow vein Yunnan virus -[Y277]
GCA_031120645.1,Tobacco curly shoot virus - [Y282]
GCA_031120655.1,Tomato yellow leaf curl China virus-[Y193]
GCA_002921425.1,Emesvirus zinderi
GCA_002833565.1,Equine torovirus
GCA_000881955.1,Salmonella phage SE1 (in:P22virus)
GCA_000864645.1,Vibrio phage VP4
GCA_000871985.1,Listeria phage B025
GCA_000874245.1,Listeria phage B054
GCA_000873585.1,Listeria phage P35
GCA_000871145.1,Listeria phage A006
GCA_000895615.1,Yersinia phage phiR1-37
GCA_000865365.1,Xanthomonas phage OP2
GCA_000867125.1,Newbury agent 1
GCA_000864125.1,Trichoplusia ni single nucleopolyhedrovirus
GCA_002829925.1,Rio Negro virus
GCA_006448415.1,Human adenovirus 52
GCA_000880155.1,Fritillary virus Y
GCA_000875125.1,Heliothis armigera cypovirus 5
GCA_031120665.1,Norovirus Hu/GII.4/Hunter504D/04O/AU
GCA_031120675.1,Lettuce mottle virus
GCA_000918475.1,Chimpanzee herpesvirus strain 105640
GCA_031120685.1,Ageratum leaf curl virus
GCA_002814895.1,Hippotragine gammaherpesvirus 1
GCA_000866105.1,Nerine virus X
GCA_031767675.1,Corchorus yellow vein virus
GCA_031120695.1,Bat SARS coronavirus HKU3-1
GCA_031120705.1,Human papillomavirus type 2
GCA_003180675.1,human papillomavirus 27
GCA_003180455.1,human papillomavirus 57
GCA_031120725.1,Alphapapillomavirus 10
GCA_000864905.1,Human papillomavirus type 10
GCA_000863945.2,Human papillomavirus type 16
GCA_000865665.1,human papillomavirus 18
GCA_000866485.1,Human papillomavirus type 26
GCA_000864925.1,Human papillomavirus type 32
GCA_000863965.1,Human papillomavirus type 34
GCA_000865685.1,Human papillomavirus type 53
GCA_004289735.1,Alphapapillomavirus 3
GCA_000862685.1,Human papillomavirus type 90
GCA_003180815.1,human papillomavirus 72
GCA_003177715.1,human papillomavirus 81
GCA_003177515.1,human papillomavirus 83
GCA_031120735.1,Zetapapillomavirus 1
GCA_000866385.1,Equus caballus papillomavirus 1
GCA_000866505.1,Human papillomavirus 5
GCA_004289575.1,Betapapillomavirus 2
GCA_004289455.1,Gammapapillomavirus 5
GCA_001343705.1,Dolichos yellow mosaic virus
GCA_004289535.1,Betapapillomavirus 4
GCA_004289515.1,Betapapillomavirus 5
GCA_003177795.1,human papillomavirus 62
GCA_002830545.1,Lisianthus necrosis virus
GCA_031120745.1,Human papillomavirus type 38b
GCA_009732435.1,Apeu virus
GCA_008798595.1,Sapovirus Ehime1107/2002/JP
GCA_000867185.1,Banana streak virus Acuminata Yunnan
GCA_000863885.1,Stenotrophomonas phage SMA9
GCA_003156295.1,Rotavirus D
GCA_000864245.1,Adult diarrheal rotavirus strain J19
GCA_000870125.1,Streptocarpus flower break virus
GCA_000873185.1,Fragaria chiloensis cryptic virus
GCA_000865085.1,Influenza A virus (A/New York/392/2004(H3N2))
GCA_031767685.1,Squash leaf curl China virus - [Pumpkin: Lucknow]
GCA_002822005.1,Cotton leaf crumple virus - [TX]
GCA_031767715.1,Cotton leaf crumple virus - [California]
GCA_000845165.1,Cotton leaf crumple virus - [Mexico : Sonora]
GCA_002986545.1,Eupatorium yellow vein virus-[SOJ3]
GCA_000885155.1,Burkholderia phage KS9
GCA_004028855.1,Cyanobacteria phage AS-1
GCA_000880795.1,Hippeastrum latent virus
GCA_001431935.1,Turkeypox virus
GCA_031120755.1,Norovirus Hu/Chiba/04-1050/2005/JP
GCA_031120765.1,Passiflora foetida virus Y
GCA_020535795.1,Myoviridae environmental samples
GCA_000852205.1,Avian nephritis virus 1
GCA_031120785.1,Avian nephritis virus 2
GCA_002310935.1,Tobacco leaf curl Cuba virus
GCA_031120795.1,Alphapapillomavirus 5
GCA_031120805.1,Alphapapillomavirus 11
GCA_031120815.1,Alphapapillomavirus 6
GCA_004289675.1,Betapapillomavirus 1
GCA_000863985.1,Deltapapillomavirus 4
GCA_000874925.1,Human papillomavirus type 88
GCA_000866845.1,Sida leaf curl virus
GCA_000865285.1,Sida leaf curl virus-associated DNA beta
GCA_000866585.1,Alternanthera yellow vein virus
GCA_031767725.1,Bean golden yellow mosaic virus [HomesteadFL]
GCA_002618885.1,Escherichia phage ID21
GCA_002618945.1,Escherichia phage ID32
GCA_002618865.1,Escherichia phage NC35
GCA_002618845.1,Escherichia phage WA45
GCA_002618905.1,Escherichia phage NC28
GCA_002618965.1,Escherichia phage ID62
GCA_002614425.1,Escherichia phage ID52
GCA_002630345.1,Enterobacteria phage NC3
GCA_002618925.1,Escherichia phage NC29
GCA_002596545.1,Enterobacteria phage ID1
GCA_002596565.1,Enterobacteria phage ID22
GCA_002596585.1,Enterobacteria phage ID34
GCA_002596605.1,Enterobacteria phage ID45
GCA_002596625.1,Enterobacteria phage NC1
GCA_002596645.1,Enterobacteria phage NC5
GCA_002596665.1,Enterobacteria phage NC7
GCA_002596685.1,Enterobacteria phage NC11
GCA_002596705.1,Enterobacteria phage NC16
GCA_002596725.1,Enterobacteria phage NC37
GCA_002596745.1,Enterobacteria phage NC41
GCA_002596765.1,Enterobacteria phage NC51
GCA_002596785.1,Enterobacteria phage NC56
GCA_002596805.1,Enterobacteria phage WA4
GCA_002596825.1,Enterobacteria phage WA10
GCA_002596845.1,Enterobacteria phage WA11
GCA_002598025.1,Enterobacteria phage WA2
GCA_002598045.1,Enterobacteria phage WA3
GCA_002598065.1,Enterobacteria phage ID8
GCA_002598085.1,Enterobacteria phage WA5
GCA_002598105.1,Enterobacteria phage NC2
GCA_002598125.1,Enterobacteria phage NC13
GCA_002598145.1,Enterobacteria phage NC19
GCA_002598165.1,Enterobacteria phage ID41
GCA_002598185.1,Enterobacteria phage WA6
GCA_002598205.1,Enterobacteria phage ID12
GCA_002598225.1,Enterobacteria phage NC10
GCA_002598005.1,Enterobacteria phage NC6
GCA_002630365.1,Enterobacteria phage WA14
GCA_003177915.1,Human papillomavirus type 68a
GCA_000868225.1,human papillomavirus 103
GCA_003177935.1,human papillomavirus 97
GCA_003177955.1,human papillomavirus 106
GCA_003177975.1,human papillomavirus 102
GCA_000880115.1,Macaque simian foamy virus
GCA_031120835.1,Murine herpesvirus strain 72
GCA_031120845.1,Murine herpesvirus strain 4556
GCA_031120855.1,Bat SARS coronavirus HKU3-2
GCA_031120865.1,Bat SARS coronavirus HKU3-3
GCA_000869105.1,Micromonas pusilla reovirus
GCA_000868145.1,Capra hircus papillomavirus 1
GCA_000881795.1,Blackberry chlorotic ringspot virus
GCA_000864405.1,Malvastrum leaf curl betasatellite
GCA_014083565.1,uncultured virus
GCA_031120875.1,Norovirus GIII
GCA_031120885.1,Norovirus Bo/Newbury2/1976/UK
GCA_902859885.1,Bacteriophage APSE-2
GCA_031544625.1,Muju virus
GCA_000886815.1,Acyrthosiphon pisum virus
GCA_002867225.1,Stocky prune virus
GCA_031767735.1,Chilli leaf curl virus-[Pakistan]
GCA_027939305.1,Papiine alphaherpesvirus 2
GCA_000865265.1,Kelp fly virus
GCA_031767745.1,Tomato leaf curl Uganda virus
GCA_002824385.1,Tomato leaf curl Uganda virus - [Iganga]
GCA_031767755.1,Tomato leaf curl Philippines virus - [San Leonardo]
GCA_000868925.1,Beilong virus
GCA_002828905.1,Ranunculus leaf distortion virus
GCA_002828925.1,Ranunculus mild mosaic virus
GCA_002828945.1,Ranunculus mosaic virus
GCA_002828005.1,Ranunculus latent virus
GCA_000866965.1,East Asian Passiflora virus
GCA_031120895.1,Avian adeno-associated virus
GCA_031120905.1,Duck parvovirus
GCA_031120915.1,Tomato yellow leaf curl Mali virus-associated DNA beta
GCA_002602445.1,Streptococcus phage MM1 1998
GCA_002986625.1,Indian cassava mosaic virus-[Ker2]
GCA_031120925.1,Tomato leaf curl Pakistan virus
GCA_031767765.1,Chili leaf curl Pakistan virus
GCA_002821925.1,Pepper leaf curl Pakistan virus
GCA_000866085.1,Aedes pseudoscutellaris reovirus
GCA_021089935.1,Yersinia phage PY100
GCA_003972485.1,White spot syndrome virus
GCA_006448155.1,Human adenovirus 11a
GCA_000866205.1,Escherichia phage phiV10
GCA_031580495.1,Catacamas virus
GCA_000866705.1,Escherichia phage K1F
GCA_031120935.1,SARS coronavirus ZJ0301
GCA_031120945.1,Mouse parvovirus 3
GCA_031120955.1,Mouse parvovirus 2
GCA_002833545.2,Groundnut yellow spot virus
GCA_002867425.1,Cabbage leaf curl Jamaica virus
GCA_000916235.1,Invertebrate iridescent virus 22
GCA_000869125.1,Invertebrate iridescent virus 3
GCA_000869425.1,Raven circovirus
GCA_000915575.1,Invertebrate iridescent virus 30
GCA_000867025.1,Bacillus phage Fah
GCA_000878935.1,Acidianus filamentous virus 3
GCA_000871385.1,Acidianus filamentous virus 6
GCA_000872245.1,Acidianus filamentous virus 7
GCA_000872405.1,Acidianus filamentous virus 8
GCA_003069485.1,Paramecium bursaria chlorella virus MT325
GCA_000868185.1,Citrus leprosis virus C
GCA_000865465.1,Pseudomonas phage F10
GCA_000864505.1,Pseudomonas phage 73
GCA_000867045.1,Pseudomonas phage PA11
GCA_000864525.1,Pseudomonas phage F8
GCA_019333575.1,Pseudomonas phage PA7
GCA_002987405.1,Ophiostoma partitivirus 1
GCA_031120965.1,Bat SARS CoV Rm1/2004
GCA_031120975.1,Bat SARS CoV Rf1/2004
GCA_000864165.1,Bacillus phage Gamma
GCA_002758475.1,Bacillus phage Cherry
GCA_009732455.1,Murutucu virus
GCA_009732475.1,Nepuyo virus
GCA_029887595.1,Gumbo Limbo virus
GCA_029887475.1,Restan virus
GCA_002118405.1,Madrid virus
GCA_009732535.1,Bruconha virus
GCA_009732555.1,Ossa virus
GCA_031580255.1,Itaqui virus
GCA_000882655.1,Salmonella phage epsilon34
GCA_023119385.1,Ophiostoma mitovirus 1a
GCA_023119395.1,Ophiostoma mitovirus 1b
GCA_023119405.1,Ophiostoma mitovirus 3b
GCA_000865925.1,Burkholderia phage Bcep176
GCA_018583995.1,Pacific salmon paramyxovirus
GCA_004099155.1,Porcine circovirus 2 strain SD3
GCA_004099135.1,Porcine circovirus 2 strain SD5
GCA_004099115.1,Porcine circovirus 2 strain SD6
GCA_000864385.1,Atlantic salmon swim bladder sarcoma virus
GCA_000868245.1,Raphanus sativus cryptic virus 1
GCA_003178015.1,Uncia uncia papillomavirus type 1
GCA_000881755.1,Maize Iranian mosaic nucleorhabdovirus
GCA_002986065.1,Artichoke yellow ringspot virus
GCA_031120985.1,Bat SARS CoV Rp3/2004
GCA_000868125.1,Starling circovirus
GCA_000888155.1,Phlebiopsis gigantea mycovirus dsRNA 1
GCA_003193225.1,Simian immunodeficiency virus - agm.sab-1
GCA_003193485.1,Simian immunodeficiency virus - agm.tan-1
GCA_031120995.1,Murine norovirus 3
GCA_031121005.1,Murine norovirus 4
GCA_031528505.1,Mammalian orthoreovirus
GCA_001502755.1,Asian prunus virus 2
GCA_000924795.1,Asian prunus virus 1
GCA_001502135.1,Asian prunus virus 3
GCA_000872665.1,Raphanus sativus cryptic virus 2
GCA_010974635.1,Synechococcus phage S-CBM2
GCA_002827725.1,Chrysochromulina brevifilum virus PW1
GCA_023156995.1,Araguari virus
GCA_000865965.1,Operophtera brumata reovirus
GCA_000865425.2,Angelonia flower break virus
GCA_031767775.1,Cotton leaf curl Multan virus - [Hissar:04]
GCA_031767785.1,Cotton leaf curl Rajasthan virus - [Sirsa:04]
GCA_031767795.1,Cotton leaf curl Multan virus - [Delhi:04]
GCA_031767805.1,Cotton leaf curl Multan virus - [Ludhiana:04]
GCA_031767825.1,Cotton leaf curl Multan virus - [Bhatinda :05]
GCA_031121015.1,SARS coronavirus ZJ02
GCA_031121025.1,Giardia canis virus
GCA_002889515.1,Finkel-Biskis-Jinkins murine sarcoma virus
GCA_002829705.1,Chick syncytial virus
GCA_000862205.1,UR2 sarcoma virus
GCA_002758375.1,Lactococcus phage P335
GCA_002820425.1,Bell pepper alphaendornavirus
GCA_031121035.1,Hepatitis C virus genotype 3
GCA_003105565.1,Hepatitis C virus (isolate India)
GCA_003106245.1,Hepatitis C virus (isolate D54)
GCA_003107465.1,Hepatitis C virus SA13
GCA_003107525.1,Hepatitis C virus (isolate 6a33)
GCA_003105545.1,Hepatitis C virus (isolate HC-G9)
GCA_003106005.1,Hepatitis C virus JFH-1
GCA_003106065.1,Hepatitis C virus (isolate JPUT971017)
GCA_003106125.1,Hepatitis C virus (isolate BEBE1)
GCA_003106305.1,Hepatitis C virus (isolate VAT96)
GCA_000874285.1,Hepatitis C virus (isolate NZL1)
GCA_003106505.1,Hepatitis C virus (isolate HCV-K3a/650)
GCA_002820905.1,Hepatitis C virus (isolate JK049)
GCA_000874265.1,Hepatitis C virus ED43
GCA_000873605.1,Hepatitis C virus (isolate EUH1480)
GCA_002986315.1,Hepatitis C virus (isolate EUHK2)
GCA_000872025.1,Hepatitis C virus (isolate Th580)
GCA_003107605.1,Hepatitis C virus (isolate VN235)
GCA_002820945.1,Hepatitis C virus (isolate JK046)
GCA_003107745.1,Hepatitis C virus (isolate VN004)
GCA_003107845.1,Hepatitis C virus (isolate VN405)
GCA_031121045.1,Hepatitis C virus subtype 3a
GCA_003107725.1,Hepatitis C virus subtype 6g
GCA_003106325.1,Hepatitis C virus subtype 2k
GCA_003107485.1,Hepatitis C virus subtype 6k
GCA_031121055.1,Xenotropic MuLV-related virus VP35
GCA_031121065.1,Xenotropic MuLV-related virus VP42
GCA_000867005.1,Peruvian horse sickness virus
GCA_031121075.1,Murine norovirus
GCA_003106565.1,Hepatitis C virus (isolate Tr Kj)
GCA_002868595.1,Aspergillus ochraceous virus
GCA_031121085.1,Bovine viral diarrhea virus 2 New York'93
GCA_003034095.1,Classical swine fever virus - Alfort/187
GCA_031121095.1,Classical swine fever virus - Alfort/Tuebingen
GCA_031121105.1,Rosy apple aphid virus
GCA_000871585.1,Spodoptera litura granulovirus
GCA_002758495.1,Bacillus phage Gamma isolate d'Herelle
GCA_000897675.1,Rhizosolenia setigera RNA virus 01
GCA_003972585.1,Tellina virus 2
GCA_000853245.1,Yellowtail ascites virus - Y-6
GCA_000869325.1,Canis familiaris papillomavirus 3
GCA_000867845.1,Staphylococcus virus 108PVL
GCA_031767835.1,Mesta yellow vein mosaic virus
GCA_000874365.1,Mesta yellow vein mosaic virus-associated DNA beta
GCA_002821785.1,Boerhavia yellow spot virus
GCA_000869465.1,Desmodium leaf distortion virus
GCA_000838945.1,Sugarcane bacilliform IM virus
GCA_000868105.1,Sugarcane bacilliform MO virus
GCA_000866065.1,Oryza rufipogon alphaendornavirus
GCA_000866885.1,Oryza sativa alphaendornavirus
GCA_008798455.1,Human parechovirus 4
GCA_000884655.1,Betabaculovirus arrapae
GCA_031121115.1,teschovirus A8
GCA_008800355.1,teschovirus A9
GCA_008800335.1,teschovirus A10
GCA_013369435.1,teschovirus A11
GCA_000868065.1,Lactobacillus phage KC5a
GCA_000849845.1,Avian leukosis virus - RSA
GCA_031578785.1,Calovo virus
GCA_000867645.1,Geobacillus phage GBSV1
GCA_006458125.1,Soft-shelled turtle iridovirus
GCA_000874985.1,Lolium latent virus
GCA_008766935.1,Cervid alphaherpesvirus 2
GCA_000865405.1,Tomato yellow spot virus
GCA_031121125.1,Tomato yellow leaf curl China virus-[Y322]
GCA_000865445.1,TYLCCNV-[Y322] satellite DNA beta
GCA_000864465.1,Vernonia yellow vein virus
GCA_000883475.1,Grapevine leafroll-associated virus 10
GCA_000867325.1,Black raspberry necrosis virus
GCA_000867745.1,Narcissus symptomless virus
GCA_003110505.1,Cucumber mosaic virus (strain Pl-1)
GCA_003110545.1,Cucumber mosaic virus (strain Ri-8)
GCA_000867305.1,Sida mosaic Sinaloa virus
GCA_001441155.1,Cherry small circular viroid-like RNA 1
GCA_031121135.1,Cherry small circular viroid-like RNA 2
GCA_000873425.1,Bell pepper mottle virus
GCA_000868765.1,Maracuja mosaic virus
GCA_000868705.1,Yersinia phage Berlin
GCA_000870025.1,Rousettus aegyptiacus papillomavirus 1
GCA_002868555.1,Pepper cryptic virus 1
GCA_001029025.1,Catharanthus mosaic virus
GCA_002987545.1,Henbane mosaic virus
GCA_031767845.1,Cotton leaf curl Rajasthan virus - [India:New Delhi:2003]
GCA_031767855.1,Cotton leaf curl Rajasthan virus - [India:Abohar:2003]
GCA_031767865.1,Cotton leaf curl Rajasthan virus - [India:Hisa:2003]
GCA_031121145.1,Norovirus Hu/Guangzhou/NVgz01/CHN
GCA_000869005.1,Streptomyces phage mu1/6
GCA_000872965.1,Tomato torrado virus
GCA_031121155.1,Siegesbeckia yellow vein virus-[GD24]
GCA_031121165.1,Siegesbeckia yellow vein virus-[GD27]
GCA_000868325.1,Siegesbeckia yellow vein virus-[GD13]-associated DNA beta
GCA_031121175.1,Siegesbeckia yellow vein virus-[GD24]-associated DNA beta
GCA_031121185.1,Siegesbeckia yellow vein virus-[GD27]-associated DNA beta
GCA_000867465.1,Siegesbeckia yellow vein virus-[GD13]
GCA_000884015.1,Streptococcus phage M102
GCA_000867065.1,Sodalis phage phiSG1
GCA_031121195.1,Xenotropic MuLV-related virus VP62
GCA_002867285.1,Rice stripe necrosis virus
GCA_000874125.1,Basella rugose mosaic virus
GCA_000869865.1,Mycobacterium phage Catera
GCA_000867405.1,Mycobacterium phage Cooper
GCA_000869205.1,Mycobacterium phage Orion
GCA_000867425.1,Mycobacterium phage PBI1
GCA_000868285.1,Mycobacterium phage PLot
GCA_000869225.1,Mycobacterium phage Pipefish
GCA_000867445.1,Mycobacterium phage Qyrzula
GCA_000868305.2,Mycobacterium phage Wildcat
GCA_000880135.1,Wissadula golden mosaic St Thomas Virus
GCA_002925565.1,Pineapple mealybug wilt-associated virus 3
GCA_000870185.1,Siniperca chuatsi rhabdovirus
GCA_002827705.1,Micromonas pusilla virus SP1
GCA_010974705.1,Micromonas pusilla virus PL1
GCA_031121205.1,Gremmeniella abietina type B RNA virus XL2
GCA_031121215.1,Bovine papillomavirus type 8-EB
GCA_027256895.1,Ngoye virus
GCA_002758515.1,Lactococcus phage ul36.k1
GCA_002758535.1,Lactococcus phage ul36.k1t1
GCA_002758555.1,Lactococcus phage ul36.t1
GCA_002758575.1,Lactococcus phage ul36.t1k1
GCA_002986525.1,East African cassava mosaic virus-KE2
GCA_031767885.1,East African cassava mosaic virus (Uganda variant)
GCA_000886495.1,Hydrangea chlorotic mottle virus
GCA_031121225.1,Human parechovirus 5
GCA_002867575.1,Malvastrum yellow mosaic Jamaica virus
GCA_000871645.1,Propionibacterium phage PA6
GCA_002758595.1,Mannheimia phage phiMhaA1-BAA410
GCA_000840205.1,Sheeppox virus 17077-99
GCA_000839805.1,Lumpy skin disease virus NI-2490
GCA_006458285.1,Lumpy skin disease virus NW-LW
GCA_006458265.1,Goatpox virus G20-LKV
GCA_000840165.1,Goatpox virus Pellor
GCA_006458165.1,Sheeppox virus A
GCA_006458225.1,Sheeppox virus NISKHI
GCA_003034005.1,Malvastrum yellow mosaic alphasatellite
GCA_000867765.1,Malvastrum yellow mosaic virus
GCA_000868625.1,Malvastrum yellow mosaic virus satellite DNA beta
GCA_000868445.1,Tomato leaf curl Guangxi virus
GCA_000869365.1,Malvastrum leaf curl Guangdong virus
GCA_018577745.1,Malvastrum yellow vein Yunnan virus satellite DNA beta
GCA_003107945.1,Hepatitis C virus subtype 6n
GCA_003107905.1,Hepatitis C virus subtype 6m
GCA_000943645.1,"Ravn virus - Ravn, Kenya, 1987"
GCA_031121245.1,Lake Victoria marburgvirus - Angola2005
GCA_031121255.1,Lake Victoria marburgvirus - DRC1999
GCA_000881455.1,Sowbane mosaic virus
GCA_031121265.1,Norovirus Hu/MK04/2004/JP
GCA_000870145.1,Stx2-converting phage 86
GCA_000879155.1,Glossina pallidipes salivary gland hypertrophy virus
GCA_000867585.1,Siegesbeckia yellow vein Guangxi virus
GCA_000869385.1,Plutella xylostella multiple nucleopolyhedrovirus
GCA_000867525.1,Passiflora latent virus
GCA_000896135.1,Obodhiang virus
GCA_006458485.1,Rana grylio iridovirus
GCA_023155935.1,Sandjimba virus
GCA_002118685.1,Kern Canyon virus
GCA_002146045.1,Mount Elgon bat virus
GCA_002146005.1,Rochambeau virus
GCA_023155995.1,Kolongo virus
GCA_002145665.1,Barur virus
GCA_002146245.1,Keuraliba virus
GCA_002145865.1,Nkolbisson virus
GCA_000871245.1,Paramecium bursaria Chlorella virus AR158
GCA_000867285.1,Dracaena mottle virus
GCA_000926395.1,Salmon aquaparamyxovirus
GCA_031121275.1,Bovine viral diarrhea virus 3
GCA_000906175.1,Prochlorococcus phage P-GSP1
GCA_000904555.1,Prochlorococcus phage P-SSP3
GCA_002630285.1,Prochlorococcus phage P-SSP6
GCA_000870005.1,Synechococcus phage syn9
GCA_031121285.1,Tomato yellow leaf curl China virus -[Y264]
GCA_000870085.1,Lactococcus phage Q54
GCA_002988065.1,Epichloe festucae virus 1
GCA_000870245.1,Ralstonia phage RSM1
GCA_000868665.1,Ralstonia phage RSS1
GCA_000867085.1,Enterobacteria phage ID18
GCA_000874205.1,Corynebacterium phage P1201
GCA_000868085.1,Avian sarcoma virus PR2257/16
GCA_000871265.1,Pseudomonas phage LKD16
GCA_000872125.1,Pseudomonas phage LKA1
GCA_002184195.1,Agave tequilana leaf virus
GCA_000870305.1,Staphylococcus phage phiNM3
GCA_000869625.1,Cucumber mottle virus
GCA_031121295.1,SARS coronavirus GDH-BJH01
GCA_031121305.1,Bat CoV 273/2005
GCA_031121315.1,Bat CoV 279/2005
GCA_000869245.1,Ranid herpesvirus 2
GCA_031121325.1,Bat coronavirus (BtCoV/133/2005)
GCA_002818075.1,Ovine adenovirus 1
GCA_002828285.1,White lupin mosaic virus
GCA_000873405.1,Corchorus golden mosaic virus
GCA_000870965.1,Kudzu mosaic virus
GCA_000875165.1,Clerodendron golden mosaic virus
GCA_000873265.1,Spilanthes yellow vein virus
GCA_000870825.1,Mimosa yellow leaf curl virus
GCA_000871685.1,Sida yellow vein Vietnam virus
