GCA_004327225.1,Pseudomonas sp. FRB 230
GCA_025209835.1,Mycoplasma sp. HS2188
GCA_025175645.1,Peribacillus sp. BBB004
GCA_025153065.1,Pantoea sp. XY16
GCA_032335535.1,Alkalihalobacillus sp. MEB130
GCA_025153915.1,Mesorhizobium sp. P13.3
GCA_025421555.1,Acidovorax sp. Be4
GCA_027257975.1,Pelomonas sp. BJYL3
GCA_027257935.1,Chitinimonas sp. BJYL2
GCA_029201545.1,Devosia sp. FJ2-5-3
GCA_025106035.1,Citrobacter sp. XY323
GCA_025770785.1,Cellulomonas sp. SG140
GCA_025770725.1,Sulfurospirillum oryzae
GCA_025628965.1,Chryseobacterium gilvum
GCA_025244705.1,Sphingopyxis sp. PET50
GCA_025628985.1,Chryseobacterium edaphi
GCA_025770765.1,Propionivibrio soli
GCA_025154075.1,Chryseobacterium sp. pc1-10
GCA_025154015.1,Tsuneonella litorea
GCA_029201565.1,Devosia sp. SD17-2
GCA_025153475.1,Novosphingobium mangrovi (ex Huang et al. 2023)
GCA_025152625.1,Enterobacter sp. CP102
GCA_025370835.1,Laspinema sp. D2b
GCA_947331815.1,Cyanobacterium sp. uoEpiScrs1
GCA_025244685.1,Chlorobaculum sp. MV4-Y
GCA_030386235.1,Bacillus sp. B.PNR1
GCA_032701105.1,Pseudomonas sp. NBB
GCA_026616895.1,Campylobacter sp. MG1
GCA_025060895.1,Stieleria sedimenti
GCA_024919535.1,Lysinibacillus sp. A4
GCA_025398735.1,Tahibacter amnicola
GCA_026000495.1,Vibrio sp. STUT-A16
GCA_026000435.1,Vibrio sp. STUT-A11
GCA_022760795.1,Pseudomonas sp. BP01
GCA_025244665.1,Maribacter litopenaei
GCA_025506335.1,Mumia quercus
GCA_026339755.1,Micromonospora sp. NBC_01655
GCA_026342155.1,Micromonospora sp. NBC_00362
GCA_026342035.1,Aldersonia sp. NBC_00410
GCA_026339475.1,Streptomyces sp. NBC_01789
GCA_026339515.1,Streptomyces sp. NBC_01767
GCA_026339555.1,Streptomyces sp. NBC_01764
GCA_026339615.1,Streptomyces sp. NBC_01728
GCA_026339655.1,Streptomyces sp. NBC_01719
GCA_026339735.1,Streptomyces sp. NBC_01669
GCA_026339835.1,Streptomyces sp. NBC_01619
GCA_026339875.1,Streptomyces sp. NBC_01571
GCA_026339915.1,Streptomyces sp. NBC_01565
GCA_026339935.1,Streptomyces sp. NBC_01551
GCA_026339955.1,Streptomyces sp. NBC_01549
GCA_026339995.1,Streptomyces sp. NBC_01481
GCA_026341125.1,Streptomyces sp. NBC_01142
GCA_026341295.1,Streptomyces sp. NBC_00893
GCA_026341545.1,Streptomyces sp. NBC_00892
GCA_026341515.1,Streptomyces sp. NBC_00878
GCA_026341595.1,Streptomyces sp. NBC_00847
GCA_026341695.1,Streptomyces sp. NBC_00687
GCA_026341775.1,Streptomyces sp. NBC_00654
GCA_026341795.1,Streptomyces sp. NBC_00638
GCA_026341855.1,Streptomyces sp. NBC_00568
GCA_026341955.1,Streptomyces sp. NBC_00474
GCA_026341995.1,Streptomyces sp. NBC_00452
GCA_026342075.1,Streptomyces sp. NBC_00401
GCA_026342115.1,Streptomyces sp. NBC_00378
GCA_026342135.1,Streptomyces sp. NBC_00365
GCA_026342175.1,Streptomyces sp. NBC_00347
GCA_026342205.1,Streptomyces sp. NBC_00340
GCA_026342195.1,Streptomyces sp. NBC_00338
GCA_026342235.1,Streptomyces sp. NBC_00320
GCA_026342275.1,Streptomyces sp. NBC_00305
GCA_026342255.1,Streptomyces sp. NBC_00291
GCA_026342335.1,Streptomyces sp. NBC_00268
GCA_026342365.1,Streptomyces sp. NBC_00264
GCA_026342355.1,Streptomyces sp. NBC_00249
GCA_026342435.1,Streptomyces sp. NBC_00237
GCA_026342495.1,Streptomyces sp. NBC_00233
GCA_026342595.1,Streptomyces sp. NBC_00201
GCA_026342605.1,Streptomyces sp. NBC_00199
GCA_026342575.1,Streptomyces sp. NBC_00198
GCA_026342735.1,Streptomyces sp. NBC_00193
GCA_026342835.1,Streptomyces sp. NBC_00154
GCA_026342975.1,Streptomyces sp. NBC_00140
GCA_026342945.1,Streptomyces sp. NBC_00124
GCA_026343055.1,Streptomyces sp. NBC_00120
GCA_026343035.1,Streptomyces sp. NBC_00103
GCA_026343115.1,Streptomyces sp. NBC_00102
GCA_026343185.1,Streptomyces sp. NBC_00091
GCA_026343295.1,Streptomyces sp. NBC_00083
GCA_026343335.1,Streptomyces sp. NBC_00078
GCA_026343345.1,Streptomyces sp. NBC_00063
GCA_026343375.1,Streptomyces sp. NBC_00062
GCA_026343385.1,Streptomyces sp. NBC_00059
GCA_026343435.1,Streptomyces sp. NBC_00052
GCA_026343535.1,Streptomyces sp. NBC_00051
GCA_026343545.1,Streptomyces sp. NBC_00047
GCA_026343795.1,Streptomyces sp. NBC_00006
GCA_030246985.1,Candidatus Nitricoxidivorans perseverans
GCA_030247725.1,Candidatus Nitricoxidireducens bremensis
GCA_027257955.1,Marortus sp. BJYM1
GCA_025153525.1,Psychroserpens sp. SPM9
GCA_025153445.1,Marinobacter sp. BGYM27
GCA_004195325.1,Candidatus Izemoplasma acidinucleici
GCA_025398195.1,Chelativorans petroleitrophicus
GCA_025153455.1,Sphingomonas sp. BGYR3
GCA_025369935.1,Paenibacillus andongensis
GCA_025153755.1,SAR92 clade bacterium H921
GCA_025153775.1,SAR92 clade bacterium H231
GCA_025318105.1,Thalassolituus pacificus
GCA_029834875.1,Pseudomonas sp. GD04158
GCA_029835035.1,Brucella intermedia GD04153
GCA_029835135.1,Stenotrophomonas sp. GD04145
GCA_029835375.1,Morganella sp. GD04133
GCA_029835735.1,Shewanella sp. GD04112
GCA_029836165.1,Pseudomonas sp. GD04091
GCA_029836215.1,Stenotrophomonas sp. GD04089
GCA_029836255.1,Pseudomonas sp. GD04087
GCA_029836715.1,Stenotrophomonas sp. GD04064
GCA_029836855.1,Pseudomonas sp. GD04058
GCA_029836955.1,Stenotrophomonas sp. GD04054
GCA_029836975.1,Stenotrophomonas sp. GD04051
GCA_029837115.1,Pseudomonas sp. GD04045
GCA_029837175.1,Pseudomonas sp. GD04042
GCA_029837355.1,Stenotrophomonas sp. GD04032
GCA_029837435.1,Stenotrophomonas sp. GD04028
GCA_029837545.1,Stenotrophomonas sp. GD04024
GCA_029837535.1,Acinetobacter sp. GD04021
GCA_029837695.1,Pseudomonas sp. GD04019
GCA_029837675.1,Pseudomonas sp. GD04015
GCA_029837895.1,Stenotrophomonas sp. GD04006
GCA_029838055.1,Stenotrophomonas sp. GD03997
GCA_029838135.1,Stenotrophomonas sp. GD03993
GCA_029838325.1,Agrobacterium sp. GD03992
GCA_029838465.1,Pseudomonas sp. GD03985
GCA_029838525.1,Acinetobacter sp. GD03983
GCA_029838645.1,Enterobacter sp. GD03975
GCA_029839005.1,Stenotrophomonas sp. GD03958
GCA_029839185.1,Stenotrophomonas sp. GD03948
GCA_029839275.1,Pseudomonas sp. GD03944
GCA_029839415.1,Stenotrophomonas sp. GD03937
GCA_029839485.1,Achromobacter sp. GD03932
GCA_029839665.1,Stenotrophomonas sp. GD03930
GCA_029814935.1,Pseudomonas sp. GD03919
GCA_029844135.1,Pseudomonas sp. GD03909
GCA_029839905.1,Stenotrophomonas sp. GD03908
GCA_029840045.1,Pseudomonas sp. GD03903
GCA_029840475.1,Stenotrophomonas sp. GD03882
GCA_029840555.1,Stenotrophomonas sp. GD03877
GCA_029840635.1,Mitsuaria sp. GD03876
GCA_029840585.1,Pseudomonas sp. GD03875
GCA_029840605.1,Acinetobacter sp. GD03873
GCA_029840625.1,Agrobacterium sp. GD03872
GCA_029840685.1,Agrobacterium sp. GD03871
GCA_029840705.1,Pseudomonas sp. GD03869
GCA_029840765.1,Pseudomonas sp. GD03867
GCA_029840775.1,Empedobacter sp. GD03865
GCA_029840855.1,Pseudomonas sp. GD03862
GCA_029840885.1,Empedobacter sp. GD03861
GCA_029840985.1,Pseudomonas sp. GD03860
GCA_029840925.1,Pseudomonas sp. GD03858
GCA_029844145.1,Pseudomonas sp. GD03856
GCA_029844245.1,Pseudomonas sp. GD03855
GCA_029841165.1,Pseudomonas sp. GD03842
GCA_029841665.1,Stenotrophomonas sp. GD03819
GCA_029841705.1,Pseudomonas sp. GD03817
GCA_029842105.1,Empedobacter sp. GD03797
GCA_029842145.1,Stenotrophomonas sp. GD03794
GCA_029842485.1,Stenotrophomonas sp. GD03777
GCA_029842685.1,Pseudomonas sp. GD03766
GCA_029843065.1,Pseudomonas sp. GD03746
GCA_029843145.1,Stenotrophomonas sp. GD03744
GCA_029843245.1,Empedobacter sp. GD03739
GCA_029843415.1,Pseudomonas sp. GD03730
GCA_029843605.1,Pseudomonas sp. GD03722
GCA_029814955.1,Pseudomonas sp. GD03721
GCA_029843705.1,Shewanella sp. GD03713
GCA_029843785.1,Stenotrophomonas sp. GD03712
GCA_029843985.1,Stenotrophomonas sp. GD03702
GCA_029844005.1,Stenotrophomonas sp. GD03701
GCA_029844065.1,Pseudomonas sp. GD03696
GCA_029844365.1,Pseudomonas sp. GD03691
GCA_029844385.1,Pseudomonas sp. GD03689
GCA_029844625.1,Stenotrophomonas sp. GD03680
GCA_029844725.1,Pantoea sp. GD03673
GCA_029845025.1,Stenotrophomonas sp. GD03657
GCA_029845105.1,Stenotrophomonas sp. GD03654
GCA_029845165.1,Pseudomonas sp. GD03651
GCA_029845245.1,Acinetobacter sp. GD03647
GCA_029845285.1,Acinetobacter sp. GD03645
GCA_029845305.1,Empedobacter sp. GD03644
GCA_029845345.1,Agrobacterium sp. GD03643
GCA_029845325.1,Agrobacterium sp. GD03642
GCA_029845365.1,Acinetobacter sp. GD03641
GCA_029845405.1,Pigmentiphaga sp. GD03639
GCA_029845425.1,Agrobacterium sp. GD03638
GCA_025379905.1,Afifella sp. JA880
GCA_025379945.1,Gemmata sp. JC717
GCA_026712145.1,Gemmata sp. JC673
GCA_024919275.1,Algoriphagus limi
GCA_029854115.1,Streptomyces sp. TRM75561
GCA_020149935.1,Marinilongibacter aquaticus
GCA_024919075.1,Methylophilaceae bacterium LSUCC0268
GCA_024919055.1,Methylophilaceae bacterium LSUCC0389
GCA_024919035.1,Methylophilaceae bacterium LSUCC0401
GCA_024919015.1,Methylophilaceae bacterium LSUCC0536
GCA_024918715.1,Methylophilaceae bacterium LSUCC0568
GCA_024919235.1,Methylophilaceae bacterium LSUCC0603
GCA_024919255.1,Methylophilaceae bacterium LSUCC0622
GCA_024919215.1,Methylophilaceae bacterium LSUCC0665
GCA_024919195.1,Methylophilaceae bacterium LSUCC0717
GCA_027920805.1,Govania unica
GCA_030035755.1,Cysteiniphilum sp. QT6929
GCA_026712245.1,Pelomonas sp. UHG3
GCA_026712185.1,Nocardioides pini
GCA_024970345.1,Brucella sp. 2716
GCA_024970895.1,Brucella sp. 2594
GCA_024970695.1,Brucella sp. 1315
GCA_024970185.1,Pseudomonas sp. N3-W
GCA_025728505.1,Candidatus Lightella neohaematopini
GCA_023617515.1,Candidatus Deferrimicrobium borealis
GCA_032335455.1,Amycolatopsis sp. PS_44_ISF1
GCA_948329515.1,Cohnella sp. JJ-181
GCA_948329825.1,Paenibacillus sp. JJ-100
GCA_024802545.1,SAR92 clade bacterium H455
GCA_024958715.1,Cyanobium sp. FGCU52
GCA_024958655.1,Cyanobium sp. FGCU6
GCA_024958665.1,Synechococcus sp. FGCU3
GCA_024793895.1,Serratia sp. AKBS12
GCA_025568765.1,Streptomyces sp. NEAU-383
GCA_025950525.1,Rhodobacter sp. KR11
GCA_030249845.1,Campylobacter gastrosuis
GCA_030249855.1,Helicobacter sp. XJK30-2
GCA_030249885.1,Helicobacter sp. CPD2-1
GCA_030249945.1,Campylobacter ovis
GCA_030250085.1,Campylobacter felis
GCA_025195005.1,Vibrio sp. NC2
GCA_024814475.1,Pantoea sp. B623
GCA_025133575.1,Pseudomonas sp. GCEP-101
GCA_024793945.1,Emticicia fluvialis
GCA_024343425.1,Rhizobiaceae bacterium MnEN-MB40S
GCA_025699485.1,Thauera sp. Sel9
GCA_024793925.1,Pantoea sp. B566
GCA_024814515.1,Corynebacterium sp. ES2775-CONJ
GCA_024814365.1,Corynebacterium sp. ES2715-CONJ3
GCA_024834075.1,Corynebacterium sp. HS2168-gen11
GCA_024832785.2,Fontisphaera persica
GCA_026800125.1,Pectobacterium jejuense
GCA_025450495.1,Candidatus Dormibacter sp.
GCA_024757985.1,Cellulomonas sp. NS3
GCA_024758005.1,Pseudarthrobacter sp. NS4
GCA_024834065.1,Mycoplasma sp. CSL7475-4
GCA_024834055.1,Corynebacterium sp. ES2730-CONJ
GCA_024814435.1,Staphylococcus americanisciuri
GCA_024814375.1,Streptococcus sciuri
GCA_024834045.1,Neisseria montereyensis
GCA_024814355.1,Gleimia sp. 6138-11-ORH1
GCA_024753565.1,Mechercharimyces sp. CAU 1602
GCA_024753545.1,Lysinibacillus sp. PB211
GCA_029005235.1,Candidatus Blochmannia sp. A2
GCA_030386795.1,Streptomyces sp. S.PNR 29
GCA_027942335.1,Geobacillus sp. CX412
GCA_030150485.1,Candidatus Saccharimonadales bacterium
GCA_947241125.1,Nitrospira tepida
GCA_024742075.1,Facklamia sp. 7083-14-GEN3
GCA_024742195.1,Streptomyces sp. OUCMDZ-4982
GCA_032764245.1,Paenarthrobacter sp. AT5
GCA_024981055.1,Pseudomonas sp. BW7P1
GCA_024733715.1,Thermophilibacter sp. ET337
GCA_027923765.1,Pseudodesulfovibrio nedwellii
GCA_029531655.1,Bdellovibrio sp. PAP01
GCA_024704835.1,Parapedobacter tibetensis
GCA_024733855.1,Gordonia sp. GONU
GCA_024733845.1,Moorella sulfitireducens
GCA_024129285.1,Acinetobacter sp. S4397-1
GCA_947179095.1,Commensalibacter communis
GCA_946902935.1,Yersinia sp. Marseille-Q5920
GCA_946902905.1,Streptococcus sp. Marseille-Q6470
GCA_946902925.1,Streptococcus sp. Marseille-Q6488
GCA_946902915.1,Streptococcus sp. Marseille-Q5986
GCA_946901985.1,Streptococcus sp. Marseille-Q5855
GCA_946901205.1,Streptococcus sp. Marseille-Q5619
GCA_946900935.1,Stenotrophomonas sp. Marseille-Q5258
GCA_946901335.1,Saccharococcus sp. Marseille-Q5394
GCA_946901175.1,Pseudomonas sp. Marseille-Q5117
GCA_946900895.1,Pantoea sp. Marseille-Q5743
GCA_946902045.1,Neisseria sp. Marseille-Q5346
GCA_946902005.1,Listeria sp. Marseille-Q6474
GCA_946902305.1,Clostridium sp. Marseille-Q5894
GCA_946902945.1,Chryseobacterium sp. Marseille-Q4393
GCA_946892665.1,Chryseobacterium sp. Marseille-Q5410
GCA_946893725.1,Anaerococcus sp. Marseille-Q5996
GCA_946892685.1,Aeromonas sp. Marseille-Q5825
GCA_947179115.1,Commensalibacter papalotli (ex Botero et al. 2023)
GCA_024791585.1,Bacteroides sp. BFG-638
GCA_024793605.1,Bacteroides sp. BFG-637
GCA_024788145.1,Bacteroides sp. BFG-606
GCA_024789315.1,Bacteroides sp. BFG-551
GCA_024758225.1,Bacteroides sp. BFG-257
GCA_025054815.1,Oscillatoriaceae bacterium SKYG93
GCA_026414885.1,Oscillatoriaceae bacterium SKW80
GCA_025054555.1,Gloeomargarita sp. SKYG98
GCA_025056115.1,Gloeomargarita sp. SKYG116
GCA_025060435.1,Gloeomargarita sp. SKYB31
GCA_025062155.1,Gloeomargarita sp. SKYB120
GCA_026415735.1,Thermanaerothrix sp.
GCA_026416615.1,Rhodovarius sp.
GCA_025055675.1,Pseudanabaenaceae cyanobacterium SKYG29
GCA_026415315.1,Methylohalobius sp.
GCA_025060635.1,Candidatus Kryptonium sp.
GCA_032249135.1,Candidatus Calescibacterium sp.
GCA_025055355.1,Abditibacteriales bacterium
GCA_028307245.1,Pseudomonas sp. 21TX0197
GCA_028307185.1,Serratia sp. 21NM0010
GCA_030036555.1,Candidatus Megaira endosymbiont of Hartmannula sinica
GCA_030036595.1,Candidatus Megaira endosymbiont of Stentor roeselii
GCA_030036605.1,Candidatus Megaira endosymbiont of Nemacystus decipiens
GCA_024722015.1,Paenibacillus radicis (ex Xue et al. 2023)
GCA_024721995.1,Paenibacillus radicibacter
GCA_024721975.1,Paenibacillus endoradicis
GCA_025231525.1,Sphingomonas sp. ZFBP2030
GCA_024752025.1,Pseudidiomarina sp. CB1
GCA_028356935.1,Lysinibacillus sp. OF-1
GCA_024741795.1,Arthrobacter sp. CJ23
GCA_024741815.1,Pseudomonas sp. LS1212
GCA_025290685.1,Rhodococcus sp. PAE-6
GCA_024741215.1,Gabonibacter chumensis
GCA_024752355.1,Ancylobacter mangrovi
GCA_024741235.1,Tractidigestivibacter montrealensis
GCA_024733745.1,Bacteroides sp. ET225
GCA_024733785.1,Barnesiella sp. ET7
GCA_024733815.1,Bacteroides sp. ET336
GCA_028539135.1,Butyrivibrio sp. DSM 10294
GCA_029589465.1,Corynebacteriales bacterium D3-21
GCA_024734645.1,Pseudomonas sp. CBS
GCA_024705735.1,Aeromonas sp. CPF2-S1
GCA_028870195.1,Streptomyces sp. G7(2002)
GCA_024723735.1,Frigidibacter sp. ROC022
GCA_029891655.1,Umezakia ovalisporum TAC611
GCA_029891685.1,Umezakia ovalisporum Ak1311
GCA_029891765.1,Umezakia ovalisporum CS-1034
GCA_029891755.1,Umezakia ovalisporum FSS-62
GCA_029891835.1,Umezakia ovalisporum FSS-45
GCA_029891865.1,Umezakia ovalisporum CobakiLakeB
GCA_029891895.1,Umezakia ovalisporum CobakiLakeA
GCA_029891915.1,Umezakia ovalisporum ANA283AFssAo
GCA_029891665.1,Anabaenopsis sp. FSS-46
GCA_025466155.1,Pseudomonas sp. 13B_2.1_Bac1
GCA_025466205.1,Pseudomonas sp. 13B_3.2_Bac1
GCA_025466135.1,Pseudomonas sp. 14P_5.3_Bac1
GCA_025466085.1,Pseudomonas sp. 14P_8.1_Bac3
GCA_025466075.1,Pseudomonas sp. 20P_3.2_Bac4
GCA_025466035.1,Pseudomonas sp. 20P_3.2_Bac5
GCA_025465975.1,Pseudomonas sp. 20S_6.2_Bac1
GCA_025465995.1,Pseudomonas sp. 5P_3.1_Bac2
GCA_025466015.1,Pseudomonas sp. 5P_5.1_Bac1
GCA_025465945.1,Pseudomonas sp. 6D_7.1_Bac1
GCA_025465935.1,Pseudomonas sp. 7P_10.2_Bac1
GCA_026157065.1,Enterococcus sp. HY326
GCA_029338175.1,Citrobacter sp. S171
GCA_025384745.1,Leptospira sp. 85282-16
GCA_024701975.1,Variovorax sp. ZS18.2.2
GCA_027568365.1,Niveispirillum sp. BGYR6
GCA_025666235.1,Xanthomonas sp. CFBP 8445
GCA_025666195.1,Xanthomonas sp. CFBP 8443
GCA_024760305.1,Nitrosomonas sp. PLL12
GCA_025599495.1,Microcystis aeruginosa WS75
GCA_026651585.1,Aeromonas sp. BC14
GCA_025490915.1,Lacticaseibacillus parakribbianus
GCA_024752305.1,Protaetiibacter mangrovi
GCA_026427355.1,Sphingobium sp. JS3065
GCA_026891855.1,Microcoleus sp. HI-ES
GCA_027568515.1,Arthrobacter sp. HY1533
GCA_027568475.1,Acinetobacter sp. HY1485
GCA_027568395.1,Aminobacter sp. HY435
GCA_024979275.1,Herbiconiux oxytropis
GCA_024979295.1,Herbiconiux daphne
GCA_024979235.1,Herbiconiux aconitum
GCA_027568555.1,Herbiconiux gentiana
GCA_005222165.1,Azospirillum argentinense
GCA_032465575.1,Streptomyces sp. PAL114
GCA_024707505.1,Pantoea sp. SOD02
GCA_024656065.1,Pseudescherichia sp. L3
GCA_025354065.1,Synechococcales cyanobacterium 340R_concoct_173_sub
GCA_025359065.1,Synechococcales cyanobacterium GL140_1_metabinner_5_sub
GCA_025351345.1,Synechococcales cyanobacterium GL140_1_metabat_312
GCA_025361915.1,Chamaesiphon sp. GL140_3_metabinner_50
GCA_025358725.1,Chamaesiphon sp. GL140_3_metabinner_129_sub
GCA_025351825.1,Chamaesiphon sp. 341R_metabat_111
GCA_025356495.1,Chamaesiphon sp. 338R_metabat_118
GCA_025359915.1,Chamaesiphon sp. 336R_metabinner_41
GCA_025353985.1,Limnoglobus sp.
GCA_030386295.1,Candidatus Persebacteraceae bacterium Df01
GCA_024756275.1,Streptomyces sp. LP05-1
GCA_024628785.1,Fusobacteria bacterium ZRK30
GCA_024623785.1,Archangium sp. CY-1
GCA_024802625.1,Massilia sp. H6
GCA_024753135.1,Streptomyces sp. LP11
GCA_030930885.1,Mycobacterium sp. XDR-14
GCA_030930865.1,Mycobacterium sp. XDR-21
GCA_030930915.1,Mycobacterium sp. XDR-29
GCA_030930945.1,Mycobacterium sp. XDR-48
GCA_024626475.1,Parerythrobacter lacustris
GCA_026929755.1,Cylindrospermopsis raciborskii PAMP2012
GCA_026929835.1,Cylindrospermopsis raciborskii PAMP2011
GCA_030437565.1,Terrilactibacillus sp. S3-3
GCA_028276205.1,Dictyoglomaceae bacterium
GCA_024661895.1,Fundicoccus culcitae
GCA_024723325.1,Agrococcus sp. HG114
GCA_024702055.1,Enterobacter sp. HG048
GCA_024723355.1,Micrococcus sp. HG099
GCA_024626505.1,Microbacterium sp. zg.Y843
GCA_024626465.1,Microbacterium sp. zg.Y1090
GCA_024623595.1,Microbacterium sp. zg.Y1084
GCA_024599975.1,Escherichia coli O7:H15
GCA_026672275.1,Marinifilum sp. D737
GCA_026020075.1,Bosea sp. NBC_00550
GCA_024599795.1,Enterobacter cloacae complex sp. R_G8
GCA_024626565.1,Microbacterium sp. zg.Y909
GCA_024623565.1,Microbacterium sp. zg.Y818
GCA_024623425.1,Microbacterium sp. zg.Y625
GCA_024623545.1,Microbacterium sp. zg.B185
GCA_024623525.1,Microbacterium sp. zg.B96
GCA_024623505.1,Microbacterium sp. zg.B48
GCA_024623575.2,Microbacterium sp. zg-YB36
GCA_030847595.1,Pseudoalteromonas sp. 20-92
GCA_028198165.1,Pseudoxanthomonas sp. JBR18
GCA_026411515.1,Phenylobacterium sp. 58.2.17
GCA_024655735.1,Aeromicrobium sp. 50.2.37
GCA_024655635.1,Bosea sp. 47.2.35
GCA_024655605.1,Pseudomonas sp. 32.2.56
GCA_024655625.1,Pseudomonas sp. 18.1.10
GCA_031846015.1,Novosphingobium sp. MMS21-SN21R
GCA_026222585.1,Staphylococcus sp. SUC_1.2
GCA_026222615.1,Staphylococcus sp. SUC_1.1
GCA_028553905.1,Sorangium sp. Soce836
GCA_024623455.1,Paenibacillus soyae
GCA_024656005.1,Burkholderia sp. SCN-KJ
GCA_024584515.1,Aeromicrobium sp. zg.Y1379
GCA_946848805.1,Deinococcus sp. Marseille-Q6407
GCA_028285315.1,Acaryochloris sp. IP29b_bin.176
GCA_028285565.1,Acaryochloris sp. IP29b_bin.148
GCA_028285745.1,Acaryochloris sp. IP29b_bin.137
GCA_028281945.1,Prochloraceae cyanobacterium PL24a_bin.78
GCA_024607805.1,Enterobacter sp. FL1277
GCA_024607765.1,Enterobacter sp. BT1271
GCA_024607815.1,Enterobacter sp. BT1268
GCA_024607825.1,Enterobacter sp. BT1131
GCA_024607685.1,Enterobacter sp. BT855
GCA_024607715.1,Enterobacter sp. BT223
GCA_024607705.1,Enterobacter sp. BT4
GCA_028280705.1,Tepidamorphaceae bacterium
GCA_028279965.1,Rhodovibrionaceae bacterium
GCA_028279995.1,Candidatus Phaeomarinobacter sp.
GCA_028278525.1,Minwuiaceae bacterium
GCA_028277325.1,Magnetospira sp.
GCA_028282465.1,Gynuella sp.
GCA_028280195.1,Exilibacterium sp.
GCA_028281235.1,Afifellaceae bacterium
GCA_028277445.1,Chloroherpetonaceae bacterium
GCA_031205055.1,Wolbachia endosymbiont of Listronotus oregonensis
GCA_030851295.1,Bacillus sp. WR13
GCA_024733555.1,Paenibacillus sp. SC116
GCA_024733565.1,Rossellomorea sp. SC111
GCA_026389095.1,Pseudanabaena sp. LacPavin_0818_WC45_MAG_42_6
GCA_026389135.1,Synechococcus sp. LacPavin_0920_WC12_MAG_50_7
GCA_026389165.1,Cyanobium sp. LacPavin_0920_WC12_MAG_63_22
GCA_026389145.1,Cyanobium sp. LacPavin_0920_WC12_MAG_62_9
GCA_026389195.1,Cyanobium sp. LacPavin_0818_WC50_MAG_67_9
GCA_026389355.1,Nostocales cyanobacterium LacPavin_0920_SED1_MAG_38_18
GCA_016622565.1,Stutzerimonas frequens
GCA_009721625.1,Stutzerimonas degradans
GCA_022828425.1,Candidatus Thiothrix sulfatifontis
GCA_025997915.1,Aquiluna sp. KACHI24
GCA_024628865.1,Sphingopyxis sp. DBS4
GCA_024628845.1,Lysinibacillus sp. FN11
GCA_024518615.1,Mesorhizobium sp. SEMIA396
GCA_024518695.1,Mesorhizobium sp. LMG17149
GCA_963555725.1,Arenicellales bacterium IbO2
GCA_024628805.1,Myroides sp. SCSIO 72103
GCA_024582735.1,Mycoavidus sp. SF9855
GCA_024519135.2,Aurantimonas sp. MSK8Z-1
GCA_024519155.1,Aurantimonas sp. CSK15Z-1
GCA_024733015.1,Pseudosulfitobacter koreense
GCA_024494355.1,Pseudomonas sp. Q11
GCA_024580965.1,Corynebacterium sp. 76QC2CO
GCA_024580435.1,Corynebacterium sp. 5QC2CO
GCA_024580455.1,Corynebacterium sp. 209RC1
GCA_024580415.1,Corynebacterium sp. 153RC1
GCA_024580915.1,Corynebacterium sp. 142RC1
GCA_024580515.1,Corynebacterium sp. 1222RC1
GCA_024580955.1,Corynebacterium sp. 122RC1
