GCA_900327555.1,Cowpox virus
GCA_000868865.1,Nootka lupine vein clearing virus
GCA_002834025.1,French barley mosaic virus
GCA_000846085.1,Bombyx mori cypovirus 1 satellite RNA
GCA_031120075.1,Avian infectious bronchitis virus partridge/GD/S14/2003
GCA_031120085.1,Tomato yellow leaf curl China virus-[Y43]
GCA_031120095.1,SARS coronavirus TJF
GCA_000874385.1,Alphachrysovirus cerasi
GCA_002987375.1,Cherry chlorotic rusty spot associated partitivirus
GCA_000854105.1,Amasya cherry disease-associated mycovirus
GCA_000846105.1,Sulfolobus virus STSV1
GCA_031120105.1,Civet SARS CoV 007/2004
GCA_031120115.1,SARS coronavirus civet010
GCA_031120125.1,SARS coronavirus civet020
GCA_031580115.1,Soochong virus-1
GCA_000892755.1,Bombyx mori Macula-like virus
GCA_031120135.1,PRRSV LV4.2.1
GCA_031120145.1,Human parvovirus 4
GCA_000859305.1,Small anellovirus 1
GCA_000860145.1,Small anellovirus 2
GCA_031120155.1,Stachytarpheta leaf curl virus - [Hn30]
GCA_031120165.1,Stachytarpheta leaf curl virus - [Hn34]
GCA_000906835.1,Isfahan virus
GCA_000858765.1,Human coronavirus HKU1
GCA_000857485.1,Malvastrum yellow vein Yunnan virus
GCA_002829005.1,Spiranthes mosaic virus 3
GCA_031120175.1,Foot-and-mouth disease virus O/ES/2001
GCA_000897235.1,Sida yellow mosaic China virus - [Hainan 8]
GCA_031120185.1,Norovirus Hu/GI/Otofuke/1979/JP
GCA_000855765.1,Sapovirus C12
GCA_000865525.1,Wheat dwarf virus - [Enkoping1]
GCA_000854265.1,Sapovirus Hu/Dresden/pJG-Sap01/DE
GCA_000865705.1,Sida yellow mosaic China satellite DNA beta
GCA_002828485.1,Euphorbia ringspot virus
GCA_009673825.1,Enterobacteria phage CP-1639
GCA_000857185.1,Erethizon dorsatum papillomavirus 1
GCA_002814995.1,Equid gammaherpesvirus 7
GCA_000854325.1,White clover cryptic virus 1
GCA_000844365.1,Dendrolimus punctatus densovirus
GCA_002118745.1,Marituba virus
GCA_031120195.1,SARS Coronavirus CDC#200301157
GCA_000846985.1,Vibrio phage KSF1
GCA_031088345.1,Pepper yellow leaf curl Indonesia virus-[Tomato1]
GCA_000867505.1,Pepper yellow leaf curl Indonesia virus
GCA_031767445.1,Papaya leaf curl China virus -[G4]
GCA_018547965.1,Luffa puckering and leaf distortion-associated DNA beta
GCA_000858085.1,Cowpea severe leaf curl-associated DNA beta
GCA_003972305.1,Dragon grouper nervous necrosis virus
GCA_000846885.1,Thermoproteus tenax spherical virus 1
GCA_000844385.1,Canis familiaris papillomavirus 2
GCA_000872205.1,Escherichia phage JS98
GCA_000845265.1,Corchorus yellow vein virus - [Hoa Binh]
GCA_000857125.1,Salmonella phage SS3e
GCA_031120205.1,SARS coronavirus GZ0402
GCA_031120215.1,SARS coronavirus PC4-13
GCA_031120225.1,SARS coronavirus PC4-136
GCA_013088585.1,SARS coronavirus PC4-227
GCA_000870485.1,Israeli acute paralysis virus
GCA_000854925.1,Solenopsis invicta virus 1
GCA_000846925.1,Bacillus phage BCASJ1c
GCA_000846125.1,Flavobacterium phage 11b
GCA_000858865.1,Olive mild mosaic virus
GCA_031120235.1,Adeno-associated virus-Go.1
GCA_002867655.1,Tomato golden vein virus
GCA_000864985.2,Penicillium stoloniferum virus F
GCA_031120245.1,Pneumonia virus of mice 15
GCA_031120255.1,Enterovirus A90
GCA_000868505.1,Tomato yellow leaf curl Guangdong virus
GCA_031120265.1,Ageratum yellow vein China virus - [G68]
GCA_000844985.1,Ageratum leaf curl virus - [G52]
GCA_000849805.1,Beet black scorch virus satellite RNA
GCA_031085835.1,Tobacco bushy top virus isolate Baoshan satellite-like RNA
GCA_000844225.1,Tobacco bushy top virus satellite-like RNA
GCA_000845045.1,Turnip crinkle virus virulent satellite RNA C
GCA_000866365.1,Thunberg fritillary mosaic virus
GCA_031120275.1,SARS coronavirus B039
GCA_000856585.1,Mopeia virus AN20410
GCA_000855745.1,Mopeia Lassa virus reassortant 29
GCA_000873645.1,Acidianus filamentous virus 2
GCA_012271565.1,Duck coronavirus
GCA_000873925.1,Lindernia anagallis yellow vein virus
GCA_031120285.1,Sapovirus NongKhai-50/Thailand
GCA_031120295.1,Sapovirus Chanthaburi-74/Thailand
GCA_031120305.1,Sapovirus SaKaeo-15/Thailand
GCA_008798975.1,Sapovirus NongKhai-24/Thailand
GCA_000858345.1,Mint virus 1
GCA_000861785.1,Cassia yellow blotch virus
GCA_031120315.1,Turnip mosaic virus (isolate UK1)
GCA_031120325.1,Mumps virus strain L-Zagreb
GCA_000859705.1,Mint virus X
GCA_000858105.1,Begomovirus-associated DNA-II
GCA_000857145.1,Begomovirus-associated DNA-III
GCA_000859125.1,Tomato leaf curl Mayotte virus
GCA_000867805.1,Rabbit vesivirus
GCA_018584265.1,Cotton leaf curl Gezira betasatellite
GCA_031120335.1,SARS coronavirus A022
GCA_013086795.1,Tomato yellow ring virus
GCA_000861985.1,Deerpox virus W-848-83
GCA_006465565.1,Deerpox virus W-1170-84
GCA_031120345.1,Chimpanzee polyomavirus
GCA_000883315.1,Poinsettia latent virus
GCA_018580225.1,Cotton leaf curl Multan betasatellite
GCA_000864365.1,Yunnan orbivirus
GCA_008798935.1,Enterovirus A89
GCA_008798895.1,Enterovirus A91
GCA_031120365.1,Enterovirus A76
GCA_000865045.1,Cotton leaf curl Bangalore virus
GCA_018580885.1,Cotton leaf curl Bangalore betasatellite
GCA_002118865.1,Kaeng Khoi virus
GCA_000859725.1,Bacillus phage GIL16c
GCA_000926335.1,Erinnyis ello granulovirus
GCA_023123105.1,Hyphantria cunea granulovirus
GCA_000943625.1,Spodoptera frugiperda granulovirus
GCA_031120375.1,Autographa californica multiple nucleopolyhedrovirus
GCA_000900035.1,Apocheima cinerarium nucleopolyhedrovirus
GCA_000883795.1,Euproctis pseudoconspersa nucleopolyhedrovirus
GCA_031120385.1,Samia cynthia nucleopolyhedrovirus
GCA_002817715.1,Banana virus X
GCA_000858925.1,Apricot pseudo-chlorotic leaf spot virus
GCA_002921825.1,Staphylococcus phage 812
GCA_002829065.1,Tradescantia mild mosaic virus
GCA_000871285.1,Acidianus rod-shaped virus 1
GCA_000864425.1,Tomato leaf curl Joydebpur virus
GCA_004790615.1,Calla lily chlorotic spot virus
GCA_000860065.1,Senecio yellow mosaic virus
GCA_000859765.1,Listonella phage phiHSIC
GCA_000847325.1,Simian adenovirus 1
GCA_023119565.1,Chimpanzee adenovirus
GCA_000864345.1,Vicia faba alphaendornavirus
GCA_000861025.1,Phytophthora alphaendornavirus 1
GCA_031120395.1,Human enterovirus Ningbo3-02
GCA_031120405.1,Human enterovirus Hangzhou13-02
GCA_002412105.1,Enterobacteria phage ID11
GCA_000853685.1,Blotched snakehead virus
GCA_002814955.1,Mustelid gammaherpesvirus 1
GCA_004114595.1,Bacillus thuringiensis phage MZTP02
GCA_000865205.1,Mycoreovirus 3
GCA_000858145.1,Citrus sudden death-associated virus
GCA_000881735.1,Nemesia ring necrosis virus
GCA_031120415.1,SARS coronavirus WH20
GCA_031120425.1,Erbovirus A
GCA_000882375.1,Scrophularia mottle virus
GCA_000883295.1,Plantago mottle virus
GCA_000880855.1,Anagyris vein yellowing virus
GCA_000890175.1,Cotton leafroll dwarf virus
GCA_000862885.1,Procyon lotor papillomavirus 1
GCA_002817795.1,Mint virus 2
GCA_000865125.1,Chlamydia phage 4
GCA_002633565.1,Lactococcus phage TP712
GCA_031120435.1,Rabbit hemorrhagic disease virus-SD
GCA_000861285.1,Rabbit hemorrhagic disease virus-FRG
GCA_000867705.1,Tomato leaf curl virus-Pune-associated DNA beta
GCA_031120445.1,Nandina mosaic virus
GCA_000865845.1,Acidianus two-tailed virus
GCA_000866905.1,Bitter gourd leaf curl betasatellite
GCA_031120455.1,Norovirus swine/GII/OH-QW125/03/US
GCA_000866665.1,Alstroemeria virus X
GCA_000882735.1,Allium virus X
GCA_031120465.1,Potato virus Y strain Wilga
GCA_002987655.1,Potato virus Y strain Wilga 156
GCA_031120475.1,Potato virus Y strain Wilga 156var
GCA_000903355.1,Cyprinid herpesvirus 1
GCA_027926515.1,Cyprinid herpesvirus 2
GCA_000882595.1,Human T-lymphotropic virus 4
GCA_031120485.1,Avirulent turkey hemorrhagic enteritis virus
GCA_000861765.1,Tupaia virus
GCA_008798835.1,Enterovirus B80
GCA_031120505.1,Enterovirus B81
GCA_008798795.1,Enterovirus B82
GCA_008798775.1,Enterovirus B83
GCA_008797875.1,Enterovirus B84
GCA_008798755.1,Enterovirus B85
GCA_008798735.1,Enterovirus B86
GCA_031120535.1,Enterovirus B87
GCA_008798695.1,Enterovirus B88
GCA_006425375.1,Psittacine adenovirus 1
GCA_002600105.1,Enterobacteria phage L17
GCA_002600125.1,Enterobacteria phage PR3
GCA_002600145.1,Enterobacteria phage PR4
GCA_002600165.1,Enterobacteria phage PR5
GCA_000927035.1,Berrimah virus
GCA_000927315.1,Kimberley virus
GCA_000895515.1,Kotonkan virus
GCA_013088525.1,Charleville virus
GCA_000927215.1,Almpiwar virus
GCA_000904355.1,Tibrogargan virus
GCA_002119045.1,Parry Creek virus
GCA_002118505.1,Le Dantec virus
GCA_002118965.1,Fukuoka virus
GCA_000925635.1,Oak-Vale virus
GCA_000894075.1,Gordonia phage GTE5
GCA_009909525.1,Cetacean poxvirus 1
GCA_000863745.1,Chrysodeixis chalcites nucleopolyhedrovirus
GCA_031767595.1,Squash leaf curl China virus - [Pumpkin: Coimbatore]
GCA_000860185.1,Staphylococcus phage PT1028
GCA_000858585.1,Staphylococcus phage 66
GCA_000858605.1,Staphylococcus phage 2638A
GCA_000860245.1,Staphylococcus phage ROSA
GCA_000915195.1,Bidens mosaic virus
GCA_000862645.1,Aeromonas phage 31
GCA_031120545.1,SARS coronavirus BJ162
GCA_031120555.1,SARS coronavirus BJ202
GCA_002986275.1,Tellina virus 1
GCA_006465685.1,Orange-spotted grouper iridovirus
GCA_000869685.1,Acanthocystis turfacea chlorella virus 1
GCA_000867105.1,Konjac mosaic virus
GCA_000865905.1,J-virus
GCA_000857585.1,Xanthomonas phage Xp15
GCA_000868605.1,Blackberry virus Y
GCA_031120565.1,Rabbit polyomavirus
GCA_003177815.1,Lynx rufus papillomavirus type 1
GCA_004065875.1,Duck circovirus
GCA_031120575.1,Apple scar skin viroid-C
GCA_000865765.1,Ludwigia yellow vein virus
GCA_000865025.1,Ludwigia yellow vein virus-associated DNA beta
GCA_031583625.1,Mourilyan virus
GCA_008797815.1,Enterovirus C96
GCA_008798675.1,Enterovirus B97
GCA_008797855.1,Enterovirus B100
GCA_031120605.1,Human papillomavirus type 27b
GCA_000893795.1,Nam Dinh virus
GCA_006447455.1,Human adenovirus 7d2
GCA_000926935.1,Vanilla distortion mosaic virus
GCA_000864065.1,Sida yellow vein virus satellite DNA beta
GCA_000864025.1,Haloarcula hispanica virus SH1
GCA_000873145.1,Clerodendron yellow mosaic virus
GCA_000870265.1,Raspberry leaf mottle virus
GCA_000889735.1,Okra yellow mosaic Mexico virus
GCA_001654245.1,Tropical soda apple mosaic virus
GCA_002988015.1,Croton yellow vein betasatellite
GCA_000879335.1,Radish mosaic virus
GCA_031120615.1,Sapovirus Po/OH-JJ681/2000/US
GCA_000868345.1,Chickpea chlorotic stunt virus
GCA_002818865.1,Heliothis virescens ascovirus 3f
GCA_000868565.1,Trichoplusia ni ascovirus 2c
GCA_032138065.1,Maize yellow stripe virus
GCA_000908215.1,Bombyx mori densovirus 3
GCA_000862625.1,Banana streak GF virus
GCA_000857505.1,Banana streak OL virus
GCA_002829125.1,Twisted-stalk chlorotic streak virus
GCA_000866525.1,Ageratum yellow vein China betasatellite
GCA_000866945.1,Malvastrum leaf curl virus-associated defective DNA beta
GCA_000866145.1,Malvastrum leaf curl virus - [G87]
GCA_031120625.1,Tomato yellow leaf curl China virus-[Y194]
GCA_031120635.1,Tobacco leaf curl Yunnan virus-[Y283]
GCA_000863725.1,Canine minute virus
GCA_031767665.1,Malvastrum yellow vein Yunnan virus -[Y277]
GCA_031120645.1,Tobacco curly shoot virus - [Y282]
GCA_031120655.1,Tomato yellow leaf curl China virus-[Y193]
GCA_002921425.1,Emesvirus zinderi
GCA_002833565.1,Equine torovirus
GCA_000881955.1,Salmonella phage SE1 (in:P22virus)
GCA_000864645.1,Vibrio phage VP4
GCA_000871985.1,Listeria phage B025
GCA_000874245.1,Listeria phage B054
GCA_000873585.1,Listeria phage P35
GCA_000871145.1,Listeria phage A006
GCA_000895615.1,Yersinia phage phiR1-37
GCA_000865365.1,Xanthomonas phage OP2
GCA_000867125.1,Newbury agent 1
GCA_000864125.1,Trichoplusia ni single nucleopolyhedrovirus
GCA_002829925.1,Rio Negro virus
GCA_006448415.1,Human adenovirus 52
GCA_000880155.1,Fritillary virus Y
GCA_000875125.1,Heliothis armigera cypovirus 5
GCA_031120665.1,Norovirus Hu/GII.4/Hunter504D/04O/AU
GCA_031120675.1,Lettuce mottle virus
GCA_000918475.1,Chimpanzee herpesvirus strain 105640
GCA_031120685.1,Ageratum leaf curl virus
GCA_002814895.1,Hippotragine gammaherpesvirus 1
GCA_000866105.1,Nerine virus X
GCA_031767675.1,Corchorus yellow vein virus
GCA_031120695.1,Bat SARS coronavirus HKU3-1
GCA_031120705.1,Human papillomavirus type 2
GCA_003180675.1,human papillomavirus 27
GCA_003180455.1,human papillomavirus 57
GCA_031120725.1,Alphapapillomavirus 10
GCA_000864905.1,Human papillomavirus type 10
GCA_000863945.2,Human papillomavirus type 16
GCA_000865665.1,human papillomavirus 18
GCA_000866485.1,Human papillomavirus type 26
GCA_000864925.1,Human papillomavirus type 32
GCA_000863965.1,Human papillomavirus type 34
GCA_000865685.1,Human papillomavirus type 53
GCA_004289735.1,Alphapapillomavirus 3
GCA_000862685.1,Human papillomavirus type 90
GCA_003180815.1,human papillomavirus 72
GCA_003177715.1,human papillomavirus 81
GCA_003177515.1,human papillomavirus 83
GCA_031120735.1,Zetapapillomavirus 1
GCA_000866385.1,Equus caballus papillomavirus 1
GCA_000866505.1,Human papillomavirus 5
GCA_004289575.1,Betapapillomavirus 2
GCA_004289455.1,Gammapapillomavirus 5
GCA_001343705.1,Dolichos yellow mosaic virus
GCA_004289535.1,Betapapillomavirus 4
GCA_004289515.1,Betapapillomavirus 5
GCA_003177795.1,human papillomavirus 62
GCA_002830545.1,Lisianthus necrosis virus
GCA_031120745.1,Human papillomavirus type 38b
GCA_009732435.1,Apeu virus
GCA_008798595.1,Sapovirus Ehime1107/2002/JP
GCA_000867185.1,Banana streak virus Acuminata Yunnan
GCA_000863885.1,Stenotrophomonas phage SMA9
GCA_003156295.1,Rotavirus D
GCA_000864245.1,Adult diarrheal rotavirus strain J19
GCA_000870125.1,Streptocarpus flower break virus
GCA_000873185.1,Fragaria chiloensis cryptic virus
GCA_000865085.1,Influenza A virus (A/New York/392/2004(H3N2))
GCA_031767685.1,Squash leaf curl China virus - [Pumpkin: Lucknow]
GCA_002822005.1,Cotton leaf crumple virus - [TX]
GCA_031767715.1,Cotton leaf crumple virus - [California]
GCA_000845165.1,Cotton leaf crumple virus - [Mexico : Sonora]
GCA_002986545.1,Eupatorium yellow vein virus-[SOJ3]
GCA_000885155.1,Burkholderia phage KS9
GCA_004028855.1,Cyanobacteria phage AS-1
GCA_000880795.1,Hippeastrum latent virus
GCA_001431935.1,Turkeypox virus
GCA_031120755.1,Norovirus Hu/Chiba/04-1050/2005/JP
GCA_031120765.1,Passiflora foetida virus Y
GCA_020535795.1,Myoviridae environmental samples
GCA_000852205.1,Avian nephritis virus 1
GCA_031120785.1,Avian nephritis virus 2
GCA_002310935.1,Tobacco leaf curl Cuba virus
GCA_031120795.1,Alphapapillomavirus 5
GCA_031120805.1,Alphapapillomavirus 11
GCA_031120815.1,Alphapapillomavirus 6
GCA_004289675.1,Betapapillomavirus 1
GCA_000863985.1,Deltapapillomavirus 4
GCA_000874925.1,Human papillomavirus type 88
GCA_000866845.1,Sida leaf curl virus
GCA_000865285.1,Sida leaf curl virus-associated DNA beta
GCA_000866585.1,Alternanthera yellow vein virus
GCA_031767725.1,Bean golden yellow mosaic virus [HomesteadFL]
GCA_002618885.1,Escherichia phage ID21
GCA_002618945.1,Escherichia phage ID32
GCA_002618865.1,Escherichia phage NC35
GCA_002618845.1,Escherichia phage WA45
GCA_002618905.1,Escherichia phage NC28
GCA_002618965.1,Escherichia phage ID62
GCA_002614425.1,Escherichia phage ID52
GCA_002630345.1,Enterobacteria phage NC3
GCA_002618925.1,Escherichia phage NC29
GCA_002596545.1,Enterobacteria phage ID1
GCA_002596565.1,Enterobacteria phage ID22
GCA_002596585.1,Enterobacteria phage ID34
GCA_002596605.1,Enterobacteria phage ID45
GCA_002596625.1,Enterobacteria phage NC1
GCA_002596645.1,Enterobacteria phage NC5
GCA_002596665.1,Enterobacteria phage NC7
GCA_002596685.1,Enterobacteria phage NC11
GCA_002596705.1,Enterobacteria phage NC16
GCA_002596725.1,Enterobacteria phage NC37
GCA_002596745.1,Enterobacteria phage NC41
GCA_002596765.1,Enterobacteria phage NC51
GCA_002596785.1,Enterobacteria phage NC56
GCA_002596805.1,Enterobacteria phage WA4
GCA_002596825.1,Enterobacteria phage WA10
GCA_002596845.1,Enterobacteria phage WA11
GCA_002598025.1,Enterobacteria phage WA2
GCA_002598045.1,Enterobacteria phage WA3
GCA_002598065.1,Enterobacteria phage ID8
GCA_002598085.1,Enterobacteria phage WA5
GCA_002598105.1,Enterobacteria phage NC2
GCA_002598125.1,Enterobacteria phage NC13
GCA_002598145.1,Enterobacteria phage NC19
GCA_002598165.1,Enterobacteria phage ID41
GCA_002598185.1,Enterobacteria phage WA6
GCA_002598205.1,Enterobacteria phage ID12
GCA_002598225.1,Enterobacteria phage NC10
GCA_002598005.1,Enterobacteria phage NC6
GCA_002630365.1,Enterobacteria phage WA14
GCA_003177915.1,Human papillomavirus type 68a
GCA_000868225.1,human papillomavirus 103
GCA_003177935.1,human papillomavirus 97
GCA_003177955.1,human papillomavirus 106
GCA_003177975.1,human papillomavirus 102
GCA_000880115.1,Macaque simian foamy virus
GCA_031120835.1,Murine herpesvirus strain 72
GCA_031120845.1,Murine herpesvirus strain 4556
GCA_031120855.1,Bat SARS coronavirus HKU3-2
GCA_031120865.1,Bat SARS coronavirus HKU3-3
GCA_000869105.1,Micromonas pusilla reovirus
GCA_000868145.1,Capra hircus papillomavirus 1
GCA_000881795.1,Blackberry chlorotic ringspot virus
GCA_000864405.1,Malvastrum leaf curl betasatellite
GCA_014083565.1,uncultured virus
GCA_031120875.1,Norovirus GIII
GCA_031120885.1,Norovirus Bo/Newbury2/1976/UK
GCA_902859885.1,Bacteriophage APSE-2
GCA_031544625.1,Muju virus
GCA_000886815.1,Acyrthosiphon pisum virus
GCA_002867225.1,Stocky prune virus
GCA_031767735.1,Chilli leaf curl virus-[Pakistan]
GCA_027939305.1,Papiine alphaherpesvirus 2
GCA_000865265.1,Kelp fly virus
GCA_031767745.1,Tomato leaf curl Uganda virus
GCA_002824385.1,Tomato leaf curl Uganda virus - [Iganga]
GCA_031767755.1,Tomato leaf curl Philippines virus - [San Leonardo]
GCA_000868925.1,Beilong virus
GCA_002828905.1,Ranunculus leaf distortion virus
GCA_002828925.1,Ranunculus mild mosaic virus
GCA_002828945.1,Ranunculus mosaic virus
GCA_002828005.1,Ranunculus latent virus
GCA_000866965.1,East Asian Passiflora virus
GCA_031120895.1,Avian adeno-associated virus
GCA_031120905.1,Duck parvovirus
GCA_031120915.1,Tomato yellow leaf curl Mali virus-associated DNA beta
GCA_002602445.1,Streptococcus phage MM1 1998
GCA_002986625.1,Indian cassava mosaic virus-[Ker2]
GCA_031120925.1,Tomato leaf curl Pakistan virus
GCA_031767765.1,Chili leaf curl Pakistan virus
GCA_002821925.1,Pepper leaf curl Pakistan virus
GCA_000866085.1,Aedes pseudoscutellaris reovirus
GCA_021089935.1,Yersinia phage PY100
GCA_003972485.1,White spot syndrome virus
GCA_006448155.1,Human adenovirus 11a
GCA_000866205.1,Escherichia phage phiV10
GCA_031580495.1,Catacamas virus
GCA_000866705.1,Escherichia phage K1F
GCA_031120935.1,SARS coronavirus ZJ0301
GCA_031120945.1,Mouse parvovirus 3
GCA_031120955.1,Mouse parvovirus 2
GCA_002833545.2,Groundnut yellow spot virus
GCA_002867425.1,Cabbage leaf curl Jamaica virus
GCA_000916235.1,Invertebrate iridescent virus 22
GCA_000869125.1,Invertebrate iridescent virus 3
GCA_000869425.1,Raven circovirus
GCA_000915575.1,Invertebrate iridescent virus 30
GCA_000867025.1,Bacillus phage Fah
GCA_000878935.1,Acidianus filamentous virus 3
GCA_000871385.1,Acidianus filamentous virus 6
GCA_000872245.1,Acidianus filamentous virus 7
GCA_000872405.1,Acidianus filamentous virus 8
GCA_003069485.1,Paramecium bursaria chlorella virus MT325
GCA_000868185.1,Citrus leprosis virus C
GCA_000865465.1,Pseudomonas phage F10
GCA_000864505.1,Pseudomonas phage 73
GCA_000867045.1,Pseudomonas phage PA11
GCA_000864525.1,Pseudomonas phage F8
GCA_019333575.1,Pseudomonas phage PA7
GCA_002987405.1,Ophiostoma partitivirus 1
GCA_031120965.1,Bat SARS CoV Rm1/2004
GCA_031120975.1,Bat SARS CoV Rf1/2004
GCA_000864165.1,Bacillus phage Gamma
GCA_002758475.1,Bacillus phage Cherry
GCA_009732455.1,Murutucu virus
GCA_009732475.1,Nepuyo virus
GCA_029887595.1,Gumbo Limbo virus
GCA_029887475.1,Restan virus
GCA_002118405.1,Madrid virus
