GCA_900128725.1,Buchnera aphidicola
GCA_018456105.1,Staphylococcus hominis subsp. novobiosepticus
GCA_014770185.1,Rathayibacter toxicus
GCA_022805035.1,Frigoribacterium faeni
GCA_900090325.1,Micromonospora pallida
GCA_900091585.1,Micromonospora nigra
GCA_000717205.1,Kibdelosporangium aridum subsp. largum
GCA_016919325.1,Mycolicibacterium boenickei
GCA_001245615.1,Mycolicibacterium neworleansense
GCA_001570425.1,Mycolicibacterium brisbanense
GCA_900078665.2,Mycolicibacterium houstonense
GCA_900112555.1,Saccharopolyspora kobensis
GCA_002409655.1,Acetobacter orientalis
GCA_007989305.1,Acetobacter cibinongensis
GCA_002276785.1,Acetobacter syzygii
GCA_001513975.1,Streptomyces curacoi
GCA_001270025.1,Streptomyces azureus
GCA_012396365.1,Nocardiopsis alborubida
GCA_029814155.1,Phocoenobacter uteri
GCA_900104455.1,Dendrosporobacter quercicolus
GCA_001189025.1,Streptomyces europaeiscabiei
GCA_014873495.1,Streptomyces stelliscabiei
GCA_002154675.1,Streptomyces reticuliscabiei
GCA_001586215.1,Corynebacterium simulans
GCA_000015645.1,Prochlorococcus marinus str. AS9601
GCA_001866375.1,Rice orange leaf phytoplasma
GCA_000384015.1,Desulfitobacterium sp. PCE1
GCA_014197235.1,Salinibacter ruber
GCA_014673495.1,Streptomyces griseofuscus
GCA_014648855.1,Streptomyces parvulus
GCA_028694845.1,Azovibrio restrictus
GCA_003241205.1,Azospira oryzae
GCA_011250475.1,Azonexus fungiphilus
GCA_900188225.1,Humidesulfovibrio mexicanus
GCA_016863075.1,Microbispora rosea subsp. aerata
GCA_905193375.1,Collinsella stercoris
GCA_016901635.1,Collinsella intestinalis
GCA_016615645.1,Pseudomonas sp. SW-3
GCA_947496795.1,Halomonas alimentaria
GCA_020726325.1,Thiomicrospira cyclica
GCA_016745315.2,Arthrospira sp. PCC 9108
GCA_028993745.1,Paenibacillus larvae subsp. larvae
GCA_030662075.1,Tsukamurella strandjordii
GCA_002073635.2,Paracoccus yeei
GCA_014518445.1,Carnobacterium inhibens
GCA_011058735.1,Lactobacillus iners
GCA_904846455.1,Psychrobacter proteolyticus
GCA_000633145.1,Burkholderia sp. A1
GCA_016900495.1,Limosilactobacillus ingluviei
GCA_002742695.1,Sulfuricurvum kujiense
GCA_014323645.1,Apilactobacillus kunkeei
GCA_001175105.1,Streptococcus equi subsp. equi
GCA_013007595.1,Streptococcus hyovaginalis
GCA_900636885.1,Streptococcus urinalis
GCA_031456295.1,Arcanobacterium hippocoleae
GCA_018190155.1,Salmonella enterica subsp. enterica serovar Wien
GCA_013720845.1,Salmonella enterica subsp. enterica serovar Hadar
GCA_017267415.1,Salmonella enterica subsp. enterica serovar Chester
GCA_013776165.1,Salmonella enterica subsp. enterica serovar Brandenburg
GCA_010015105.1,Salmonella enterica subsp. enterica serovar Mikawasima
GCA_007278295.1,Salmonella enterica subsp. enterica serovar Toulon
GCA_016963095.1,Salmonella enterica subsp. enterica serovar London
GCA_017011655.1,Salmonella enterica subsp. enterica serovar Braenderup
GCA_016947715.1,Salmonella enterica subsp. enterica serovar Enteritidis
GCA_012848175.1,Xanthomonas campestris pv. badrii
GCA_013410615.1,Leifsonia naganoensis
GCA_014217625.1,Leifsonia shinshuensis
GCA_001886195.1,Enterococcus ratti
GCA_901472495.1,Yersinia enterocolitica subsp. enterocolitica
GCA_001649555.1,Yersinia enterocolitica subsp. palearctica
GCA_018499185.1,Streptococcus infantarius subsp. infantarius
GCA_905237015.1,Streptococcus lutetiensis
GCA_002018435.1,Mammaliicoccus fleurettii
GCA_003855395.1,Shewanella livingstonensis
GCA_015351175.1,Agreia pratensis
GCA_016907335.1,Curtobacterium herbarum
GCA_005233735.1,Plantibacter flavus
GCA_900107635.1,Flavobacterium gillisiae
GCA_009687865.1,Acrocarpospora macrocephala
GCA_900111795.1,Anoxybacillus pushchinoensis
GCA_900205955.1,Clostridium thiosulfatireducens
GCA_000024825.1,Vibrio antiquarius
GCA_000828755.1,Pseudomonas sp. MT-1
GCA_014138625.1,Aminobacter ciceronei
GCA_009711505.1,Roseibium hamelinense
GCA_017876395.1,Nesterenkonia lacusekhoensis
GCA_005887005.1,Pseudoalteromonas ruthenica
GCA_020741705.1,Bacteroides coprosuis
GCA_019746195.1,Afipia birgiae
GCA_030144325.1,Bosea vestrisii
GCA_914271435.1,Cupriavidus laharis
GCA_910576825.1,Lactobacillus intestinalis
GCA_007572485.1,Cupriavidus campinensis
GCA_004216695.1,Pigmentiphaga kullae
GCA_031455695.1,Pedobacter africanus
GCA_003241175.1,Pseudopedobacter saltans
GCA_907163075.1,uncultured Rhodocyclaceae bacterium
GCA_014651055.1,Streptomyces fructofermentans
GCA_001722355.1,Mycolicibacterium holsaticum
GCA_002877815.1,Chloroflexus aggregans
GCA_021903335.1,Xanthomonas translucens pv. cerealis
GCA_001654695.1,Metabacillus litoralis
GCA_001455325.1,Pseudoalteromonas issachenkonii
GCA_014879295.1,Lentilactobacillus parabuchneri
GCA_002157585.1,Lentilactobacillus parakefiri
GCA_902829595.1,Burkholderia ambifaria
GCA_003364295.1,Helicobacter sp. MIT 99-5507
GCA_900198665.1,Helicobacter marmotae
GCA_902499135.1,Burkholderia dolosa
GCA_903860345.1,uncultured Actinomycetes bacterium
GCA_903820495.1,uncultured Bacteroidetes bacterium
GCA_900107845.1,Alkalimonas amylolytica
GCA_937902315.1,uncultured Chloroflexales bacterium
GCA_937141995.1,uncultured Chloroflexaceae bacterium
GCA_019730555.1,Sphingomonas melonis
GCA_913776155.1,uncultured Xanthomonas sp.
GCA_003367455.1,Parageobacillus toebii
GCA_905194395.1,uncultured Lactobacillus sp.
GCA_015978185.1,Oceanicaulis alexandrii
GCA_900489835.1,Aequorivita antarctica
GCA_900489485.1,Aequorivita lipolytica
GCA_022871045.1,Alysiella crassa
GCA_946221005.1,Conchiformibius steedae
GCA_006715765.1,Rarobacter incanus
GCA_001787335.1,Kozakia baliensis
GCA_903888035.1,uncultured Methylobacter sp.
GCA_936941155.1,uncultured Methylomonas sp.
GCA_025996475.1,Vibrio agarivorans
GCA_000775915.1,Sporocytophaga myxococcoides
GCA_007988785.1,Agrococcus baldri
GCA_014635005.1,Microbacterium aerolatum
GCA_903886605.1,uncultured proteobacterium
GCA_009833115.1,Nitrosomonas sp. GH22
GCA_009833095.1,Nitrosomonas sp. JL21
GCA_025821485.1,Mycobacterium palustre
GCA_018379215.1,Hungatella hathewayi
GCA_023559125.1,Wolbachia endosymbiont of Ostrinia furnacalis
GCA_904846445.1,Psychrobacter submarinus
GCA_003814705.1,Georgenia muralis
GCA_015550385.1,Turicibacter sanguinis
GCA_913057925.1,uncultured Colwellia sp.
GCA_947492955.1,uncultured Cellulophaga sp.
GCA_903897165.1,uncultured Synechococcus sp.
GCA_001886115.1,Enterococcus phoeniculicola
GCA_024341945.1,Mycobacterium montefiorense
GCA_025137775.1,Aliiroseovarius crassostreae
GCA_018531165.1,Geobacter grbiciae
GCA_008120855.1,Cellvibrio japonicus
GCA_002902165.1,Staphylococcus lutrae
GCA_018069625.1,Streptomyces yatensis
GCA_902813205.1,Bartonella capreoli
GCA_902728095.1,Bartonella bovis
GCA_003148905.1,Fulvimonas soli
GCA_014236635.1,Bacillus toyonensis
GCA_001678625.1,Gallibacterium genomosp. 1
GCA_000771895.1,Gallibacterium genomosp. 2
GCA_945952315.1,uncultured Rhizobium sp.
GCA_900450795.1,Fusobacterium vincentii
GCA_001886065.1,Enterococcus moraviensis
GCA_001885985.1,Enterococcus haemoperoxidus
GCA_000732965.1,Escherichia coli O157:H7 str. EDL933
GCA_902755535.1,Eubacterium pyruvativorans
GCA_012396465.1,Weissella soli
GCA_001449105.1,Caulobacter vibrioides
GCA_023558375.1,Chroococcidiopsis sp. CCMEE 29
GCA_000698805.1,Xylella fastidiosa subsp. sandyi Ann-1
GCA_018406445.1,Nitrosospira sp. NRS527
GCA_900111175.1,Actinokineospora terrae
GCA_002934265.1,Actinokineospora auranticolor
GCA_004366085.1,Petrotoga sibirica
GCA_003688505.1,Petrotoga olearia
GCA_003382325.1,Halobacillus trueperi
GCA_903893625.1,uncultured Oscillatoriales cyanobacterium
GCA_947311265.1,uncultured Chlorobiota bacterium
GCA_900163985.1,uncultured spirochete
GCA_902826055.1,uncultured Nitrosomonas sp.
GCA_938009765.1,uncultured Nitrosospira sp.
GCA_029011865.1,Streptomyces yunnanensis
GCA_905372395.1,Anaeroglobus geminatus
GCA_000169055.1,Alteromonadales bacterium TW-7
GCA_000153385.1,Flavobacteria bacterium BBFL7
GCA_903871105.1,uncultured Verrucomicrobiota bacterium
GCA_000014865.1,Magnetococcus marinus MC-1
GCA_001936115.1,Boudabousia marimammalium
GCA_902374305.1,Dysgonomonas gadei
GCA_947253695.1,Corynebacterium riegelii
GCA_019308305.1,Microbacterium resistens
GCA_030227965.1,Corynebacterium imitans
GCA_025144765.1,Pseudoglutamicibacter cumminsii
GCA_003024475.1,Arthrobacter woluwensis
GCA_018917805.1,Cellulomonas hominis
GCA_900142205.1,Reichenbachiella agariperforans
GCA_900107505.1,Trichococcus collinsii
GCA_938010445.1,uncultured Thermus sp.
GCA_937872295.1,uncultured Nitrospira sp.
GCA_009831115.1,Salinicoccus hispanicus
GCA_003387165.1,Jeotgalicoccus halotolerans
GCA_902374005.1,Helicobacter winghamensis
GCA_905479725.1,uncultured Rhodobacteraceae bacterium
GCA_913774075.1,uncultured Agrobacterium sp.
GCA_934524745.1,uncultured Methylobacterium sp.
GCA_946411205.1,uncultured Desulfotomaculum sp.
GCA_029774155.1,Actinobacillus arthritidis
GCA_001047075.2,Fructobacillus ficulneus
GCA_014200805.1,Nocardiopsis composta
GCA_903888895.1,uncultured Armatimonadetes bacterium
GCA_946487785.1,uncultured Thermoanaerobacterales bacterium
GCA_937929845.1,uncultured Meiothermus sp.
GCA_905193105.1,uncultured Bacillales bacterium
GCA_001586935.1,Sterolibacterium denitrificans
GCA_018373565.1,Leptotrichia wadei
GCA_007990525.1,Leptotrichia hofstadii
GCA_963520655.1,Leptotrichia shahii
GCA_007990505.1,Pseudoleptotrichia goodfellowii
GCA_001039475.1,Alkalihalobacillus macyae
GCA_003610515.1,Kushneria marisflavi
GCA_000800255.1,Pseudomonas parafulva
GCA_000759535.1,Pseudomonas cremoricolorata
GCA_947303035.1,Pseudomonas thermotolerans
GCA_014219065.1,Halopseudomonas xiamenensis
GCA_001420715.1,Heyndrickxia shackletonii
GCA_018333375.1,Paenibacillus cookii
GCA_020692355.1,Desulfosporosinus sp.
GCA_000372945.1,Paraburkholderia tuberum
GCA_020076335.1,Chromohalobacter salexigens
GCA_000190435.1,Sphaerochaeta globosa str. Buddy
GCA_000236685.1,Sphaerochaeta pleomorpha str. Grapes
GCA_946696765.1,Cedecea davisae
GCA_000632105.1,Novosphingobium resinovorum
GCA_900111735.1,Pseudomonas graminis
GCA_947036865.1,uncultured Caulobacter sp.
GCA_905208715.1,uncultured Acidovorax sp.
GCA_913773725.1,uncultured Aquabacterium sp.
GCA_905478625.1,uncultured Sphingomonas sp.
GCA_905479855.1,uncultured Cytophagales bacterium
GCA_905371925.1,Bifidobacterium scardovii
GCA_913776815.1,uncultured Deinococcus sp.
GCA_938028665.1,uncultured Thermomicrobium sp.
GCA_002393445.1,Cedecea neteri
GCA_028620695.1,Cedecea lapagei
GCA_009907565.1,Enterobacter hormaechei
GCA_900478135.1,Leminorella richardii
GCA_016902485.1,Megamonas hypermegale
GCA_001020485.1,Moellerella wisconsensis
GCA_900455105.1,Providencia rustigianii
GCA_009990205.1,Yokenella regensburgei
GCA_000009665.1,Staphylococcus aureus subsp. aureus Mu50
GCA_000009645.1,Staphylococcus aureus subsp. aureus N315
GCA_900099775.1,Rhizobium mongolense subsp. loessense
GCA_030160595.1,Rhizobium indigoferae
GCA_030064585.1,Sinorhizobium kummerowiae
GCA_014644515.1,Pseudarthrobacter scleromae
GCA_900105725.1,Gordonia westfalica
GCA_028292705.1,Collimonas fungivorans
GCA_000176075.1,Parachlamydia acanthamoebae str. Hall's coccus
GCA_900548335.1,uncultured Fusobacterium sp.
GCA_905198035.1,uncultured Veillonella sp.
GCA_915062845.1,uncultured Kingella sp.
GCA_905373365.1,uncultured Leptotrichia sp.
GCA_905193405.1,uncultured Prevotella sp.
GCA_915066495.1,uncultured Capnocytophaga sp.
GCA_905188135.1,uncultured Porphyromonas sp.
GCA_905233115.1,uncultured Selenomonas sp.
GCA_000717475.2,Desulfonatronum thiodismutans
GCA_900156105.1,Alkalispirochaeta americana
GCA_900107405.1,Tindallia californiensis
GCA_902782855.1,uncultured Corynebacterium sp.
GCA_002024165.1,Embleya scabrispora
GCA_018416035.1,Paraburkholderia sacchari
GCA_018598335.1,Curtobacterium flaccumfaciens pv. poinsettiae
GCA_913042145.1,uncultured Prochlorococcus sp.
GCA_000943545.1,Paenibacillus terrae
GCA_014269395.1,Megasphaera hominis
GCA_913776535.1,uncultured Herbaspirillum sp.
GCA_937894855.1,uncultured Zoogloea sp.
GCA_937863595.1,uncultured Cytophaga sp.
GCA_014897435.1,Corynebacterium casei
GCA_014204415.1,Chryseobacterium defluvii
GCA_016901915.1,Anaerotignum lactatifermentans
GCA_004342665.1,Samsonia erythrinae
GCA_018371355.1,Enterococcus gilvus
GCA_001886075.1,Enterococcus pallens
GCA_017873435.1,Paenibacillus turicensis
GCA_000007565.2,Pseudomonas putida KT2440
GCA_000006785.2,Streptococcus pyogenes M1 GAS
GCA_000009385.1,Streptococcus pyogenes str. Manfredo
GCA_000006725.1,Xylella fastidiosa 9a5c
GCA_000754095.2,Acidihalobacter prosperus
GCA_024172185.1,Nonomuraea roseoviolacea subsp. carminata
GCA_019355895.1,Agrobacterium larrymoorei
GCA_017607425.1,Rhizorhabdus wittichii
GCA_000758665.1,Paenibacillus borealis
GCA_001685225.1,Acidithiobacillus ferrivorans
GCA_021026195.1,Comamonas koreensis
GCA_018459925.1,Nocardioides aquaticus
GCA_000746255.1,Thermodesulfobacterium hydrogeniphilum
GCA_001653075.1,Planomonospora sphaerica
GCA_001528665.1,Microtetraspora malaysiensis
GCA_001444405.1,Pseudoalteromonas phenolica
GCA_934272915.1,uncultured Thauera sp.
GCA_020722625.1,Anaeromyxobacter dehalogenans
GCA_000181515.1,Erythrobacter sp. SD-21
GCA_001038485.1,Ornithinibacillus californiensis
GCA_000181495.1,Bacillus sp. SG-1
GCA_001552955.1,Corynebacterium kroppenstedtii
GCA_936930955.1,Corynebacterium lipophiloflavum
GCA_022538035.1,Corynebacterium mastitidis
GCA_001941565.1,Corynebacterium phocae
GCA_000980815.1,Corynebacterium camporealensis
GCA_007666555.1,Corynebacterium singulare
GCA_002289575.1,Dietzia natronolimnaea
GCA_905236465.1,uncultured Treponema sp.
GCA_905193705.1,uncultured Bacteroides sp.
GCA_001596815.1,Pseudoalteromonas spiralis
GCA_001596795.1,Pseudoalteromonas telluritireducens
GCA_016907235.1,Oerskovia jenensis
GCA_016907365.1,Oerskovia paurometabola
GCA_900099895.1,Paenibacillus naphthalenovorans
GCA_021654035.1,Microbacterium aurantiacum
GCA_016919305.1,Microbacterium hominis
GCA_032085075.1,Glutamicibacter creatinolyticus
GCA_024169705.1,Pseudomonas lini
GCA_014354345.1,Wolbachia endosymbiont of Drosophila melanogaster
GCA_025144565.1,Corynebacterium appendicis
GCA_938091335.1,uncultured Thermodesulfobacterium sp.
GCA_027445965.1,Acidiferrobacter thiooxydans
GCA_017315755.1,Streptomyces beijiangensis
GCA_905235645.1,uncultured Bacteroidaceae bacterium
GCA_012396395.1,Actinomadura latina
GCA_024134545.1,Nocardiopsis exhalans
GCA_018372255.1,Dysgonomonas mossii
GCA_016907495.1,Arthrobacter tumbae
GCA_002224365.1,Virgibacillus necropolis
GCA_024609785.1,Pseudalkalibacillus decolorationis
GCA_000332135.1,Anabaena sp. PCC 7108
GCA_001418625.1,Streptomyces luridiscabiei
GCA_001419795.1,Streptomyces niveiscabiei
GCA_023150165.1,Thauera aminoaromatica
GCA_003148775.1,Roseicyclus mahoneyensis
GCA_001419685.1,Streptomyces puniciscabiei
GCA_024273105.1,Latilactobacillus fuchuensis
GCA_000176315.1,Mycobacterium tuberculosis 210
GCA_003226755.1,Blattabacterium punctulatus
GCA_003268615.1,Blattabacterium clevelandi
GCA_022406855.1,Cupriavidus taiwanensis
GCA_017309955.1,Novosphingobium sp. KA1
GCA_031984105.1,Diaphorobacter nitroreducens
GCA_019422885.1,Weissella koreensis
GCA_014848305.1,Segatella copri
GCA_905197375.1,uncultured Eubacterium sp.
GCA_905192605.1,uncultured Ruminococcus sp.
GCA_902760715.1,uncultured Bifidobacterium sp.
GCA_902760425.1,uncultured Megasphaera sp.
GCA_905192515.1,uncultured Collinsella sp.
GCA_934202165.1,uncultured Pediococcus sp.
GCA_013736115.1,Salmonella enterica subsp. enterica serovar Reading
GCA_913774275.1,uncultured Acinetobacter sp.
GCA_913031265.1,uncultured Arcobacter sp.
GCA_913774245.1,uncultured Flavobacterium sp.
GCA_905478405.1,uncultured Flavobacteriaceae bacterium
GCA_927435925.1,uncultured Comamonadaceae bacterium
GCA_913775515.1,uncultured Stenotrophomonas sp.
GCA_000167195.1,Crocosphaera watsonii WH 8501
GCA_902810545.1,Bartonella schoenbuchensis
GCA_024170225.1,Streptococcus gallinaceus
GCA_004349435.1,Sporanaerobacter acetigenes
GCA_016907355.1,Agromyces aurantiacus
GCA_014304815.1,Synechococcus sp. MIT S9220
GCA_000161795.2,Synechococcus sp. WH 8109
GCA_000230675.2,Synechococcus sp. WH 8016
GCA_003609595.1,Caminicella sporogenes
GCA_014845785.1,Roseburia intestinalis
GCA_903886055.1,uncultured Chloroflexota bacterium
GCA_003633755.1,Solirubrobacter pauli
GCA_000026085.1,Pseudoalteromonas translucida
GCA_001310835.1,Thauera sp. DNT-1
GCA_007992055.1,Companilactobacillus mindensis
GCA_000007925.1,Prochlorococcus marinus subsp. marinus str. CCMP1375
GCA_000015665.1,Prochlorococcus marinus str. MIT 9515
GCA_000759865.1,Prochlorococcus marinus str. MIT 9116
GCA_000759935.1,Prochlorococcus marinus str. MIT 9123
GCA_000015965.1,Prochlorococcus marinus str. MIT 9301
GCA_000760015.1,Prochlorococcus marinus str. MIT 9311
GCA_000760035.1,Prochlorococcus marinus str. MIT 9314
GCA_000760055.1,Prochlorococcus marinus str. MIT 9321
GCA_000760075.1,Prochlorococcus marinus str. MIT 9322
GCA_000760095.1,Prochlorococcus marinus str. MIT 9401
GCA_000760255.1,Prochlorococcus marinus str. SS2
GCA_000760275.1,Prochlorococcus marinus str. SS35
GCA_000760355.1,Prochlorococcus marinus str. SS51
GCA_000015685.1,Prochlorococcus marinus str. NATL1A
GCA_000760155.1,Prochlorococcus marinus str. LG
GCA_003246855.1,Ilyobacter polytropus
GCA_009469695.1,Propionivibrio limicola
GCA_000012325.1,Colwellia psychrerythraea 34H
GCA_024804185.1,Wolbachia endosymbiont of Aedes albopictus
GCA_020722305.1,Anaerolinea thermophila
GCA_905213055.1,uncultured Mycoplasma sp.
GCA_905196395.1,uncultured Desulfovibrio sp.
GCA_913776215.1,uncultured Enterococcus sp.
GCA_934193315.1,uncultured Lactococcus sp.
GCA_900101735.1,Rhodococcus tukisamuensis
GCA_016584055.1,Halorhodospira neutriphila
GCA_021771035.1,Marvinbryantia formatexigens
GCA_001870435.1,Pseudomonas costantinii
GCA_015024395.1,Laribacter hongkongensis
GCA_011765735.1,Salinispora arenicola
GCA_900149875.1,Escherichia coli O127:H6
GCA_007990655.1,Escherichia coli O111:H-
GCA_913060745.1,Thalassospira lucentensis
GCA_003386075.1,Citricoccus muralis
GCA_001650325.1,Exiguobacterium undae
GCA_002243605.1,Geobacillus lituanicus
GCA_001052925.1,Corynebacterium aurimucosum
GCA_001931755.2,Wolbachia endosymbiont of Folsomia candida
GCA_003330825.1,Paraburkholderia terricola
GCA_902833685.1,Paraburkholderia hospita
GCA_015548045.1,Anaerotruncus colihominis
GCA_014705945.2,Rothia amarae
GCA_001870465.1,Pseudomonas extremorientalis
GCA_002252675.1,Synechococcus sp. BO 8801
GCA_013753935.1,Clostridium saccharobutylicum
GCA_002147805.1,Bacillus thuringiensis serovar leesis
GCA_000758685.1,Paenibacillus stellifer
GCA_025821645.1,Mycobacterium lacus
GCA_015355785.1,Arthrobacter gandavensis
GCA_903914785.1,uncultured Desulfomonile sp.
GCA_009866885.1,Listeria monocytogenes EGD-e
GCA_947502445.1,uncultured Brevibacillus sp.
GCA_905203415.1,uncultured Peptostreptococcus sp.
GCA_913777315.1,uncultured Massilia sp.
GCA_903918905.1,uncultured Acetobacteraceae bacterium
GCA_903916985.1,uncultured Sphingomonadaceae bacterium
GCA_913778455.1,uncultured Hymenobacter sp.
GCA_024089335.1,Streptococcus pneumoniae TIGR4
GCA_003994475.1,Paenibacillus anaericanus
GCA_002307495.1,Pseudomonas abyssi
GCA_002884615.1,Staphylococcus pettenkoferi
GCA_937899725.1,uncultured Halomicronema sp.
GCA_900114395.1,Azotobacter beijerinckii
GCA_019339365.1,Vibrio neptunius
GCA_022398185.1,Vibrio brasiliensis
GCA_001274855.1,Vibrio xuii
GCA_001995825.2,Vibrio kanaloae
